Year,AK Plant ID,Plant Name,Utility Name,Intertie Name,AEA Energy Region,Fuel Type,Prime Mover,Fuel Use,Fuel Unit,"Generation (PCE=gross, EIA=net)  MWh"
2011,47,Bethel,Alaska Village Electric Cooperative,Bethel_grid,Lower Yukon-Kuskokwim,DFO,IC,3094125,NA,41800
2011,113,Buckland,"Buckland, City of",Buckland_grid,Northwest Arctic,DFO,IC,116056,NA,1592
2011,114,Chalkyitsik,Chalkyitsik Village Council,Chalkyitsik_grid,Yukon-Koyukuk/Upper Tanana,DFO,IC,30609,NA,304
2011,115,Chenega Bay,Chenega Ira Council,Chenega_grid,Copper River/Chugach,DFO,IC,29631,NA,308
2011,116,Chignik Lagoon,Chignik Lagoon Power Utility,Chignik Lagoon_grid,Bristol Bay,DFO,IC,43418,NA,507
2011,117,Chignik Lake,Chignik Lake Electric Utility,Chignik Lake_grid,Bristol Bay,DFO,IC,17351,NA,199
2011,118,Chignik,"Chignik, City of",Chignik_grid,Bristol Bay,DFO,IC,68013,NA,868
2011,119,Chitina,Chitina Electric Inc,Chitina_grid,Copper River/Chugach,DFO,IC,41918,NA,519
2011,120,Beluga,Chugach Electric Assn Inc,Railbelt_grid,Railbelt,NG,GT,9617216,NA,720893
2011,120,Beluga,Chugach Electric Assn Inc,Railbelt_grid,Railbelt,NG,CT,14391754,NA,1209564
2011,155,Bernice Lake,Homer Electric Assn Inc,Railbelt_grid,Railbelt,NG,GT,601772,NA,41995
2011,122,International,Chugach Electric Assn Inc,Railbelt_grid,Railbelt,NG,GT,352079,NA,21789
2011,124,Circle,Circle Electric Utility,Circle_grid,Yukon-Koyukuk/Upper Tanana,DFO,IC,36322,NA,390
2011,127,Glennallen,"Copper Valley Elec Assn, Inc",CopperValley_grid,Copper River/Chugach,DFO,IC,1136226,NA,15113
2011,129,Valdez,"Copper Valley Elec Assn, Inc",CopperValley_grid,Copper River/Chugach,DFO,GT,6300,NA,47
2011,129,Valdez,"Copper Valley Elec Assn, Inc",CopperValley_grid,Copper River/Chugach,DFO,IC,636930,NA,7291
2011,130,Valdez Cogen,"Copper Valley Elec Assn, Inc",CopperValley_grid,Copper River/Chugach,JF,GT,1869252,NA,17519
2011,133,Orca,Cordova Electric Cooperative,Cordova_grid,Copper River/Chugach,DFO,IC,781015,NA,9586
2011,135,Diomede,Diomede Joint Utilities,Diomede_grid,Bering Straits,DFO,IC,27601,NA,282
2011,139,Egegik,Egegik Light & Power Co,Egegik_grid,Bristol Bay,DFO,IC,23206,NA,262
2011,140,Elfin Cove,Elfin Cove Utility Commission,Elfin Cove_grid,Southeast,DFO,IC,25097,NA,277
2011,141,False Pass,"False Pass, City of",False Pass_grid,Aleutians,DFO,IC,45212,NA,461
2011,143,Cold Bay,G & K Inc,Cold Bay_grid,Aleutians,DFO,IC,205710,NA,2567
2011,145,Central,Gold Country Energy,Central_grid,Yukon-Koyukuk/Upper Tanana,DFO,IC,45258,NA,475
2011,147,Delta Power,Golden Valley Elec Assn Inc,Railbelt_grid,Railbelt,DFO,GT,1806,NA,170
2011,149,Fairbanks,Golden Valley Elec Assn Inc,Railbelt_grid,Railbelt,DFO,GT,44016,NA,236
2011,149,Fairbanks,Golden Valley Elec Assn Inc,Railbelt_grid,Railbelt,RFO,GT,1442448,NA,8379
2011,149,Fairbanks,Golden Valley Elec Assn Inc,Railbelt_grid,Railbelt,DFO,IC,9282,NA,21
2011,150,Healy,Golden Valley Elec Assn Inc,Railbelt_grid,Railbelt,DFO,ST,22386,NA,223
2011,150,Healy,Golden Valley Elec Assn Inc,Railbelt_grid,Railbelt,WC,ST,175018,NA,177447
2011,150,Healy,Golden Valley Elec Assn Inc,Railbelt_grid,Railbelt,DFO,IC,1806,NA,25
2011,151,North Pole,Golden Valley Elec Assn Inc,Railbelt_grid,Railbelt,DFO,GT,136290,NA,1417
2011,151,North Pole,Golden Valley Elec Assn Inc,Railbelt_grid,Railbelt,RFO,GT,8322006,NA,94280
2011,153,Golovin,Golovin Power Utilities,Golovin_grid,Bering Straits,DFO,IC,60975,NA,756
2011,35,Gustavus,Alaska Power & Telephone Company,Gustavus_grid,Southeast,DFO,IC,12625,NA,98
2011,154,Gwitchyaa Zhee,Gwitchyaa Zhee Utilities Company,Fort Yukon_grid,Yukon-Koyukuk/Upper Tanana,DFO,IC,238873,NA,3062
2011,157,Nikiski Co-Generation,Homer Electric Assn Inc,Railbelt_grid,Railbelt,NG,GT,3577770,NA,276289
2011,158,Seldovia,Homer Electric Assn Inc,Railbelt_grid,Railbelt,DFO,IC,10206,NA,143
2011,160,Hughes,Hughes Power & Light,Hughes_grid,Yukon-Koyukuk/Upper Tanana,DFO,IC,40992,NA,372
2011,161,Igiugig,Igiugig Electric Company,Igiugig_grid,Bristol Bay,DFO,IC,26975,NA,308
2011,162,Newhalen,"I-N-N Electric Coop, Inc",Newhalen_grid,Bristol Bay,DFO,IC,6621,NA,84
2011,163,Angoon,Inside Passage Electric,Angoon_grid,Southeast,DFO,IC,141021,NA,2025
2011,166,Chilkat Valley,Inside Passage Electric,UpperLynnCanal_grid,Southeast,DFO,IC,0,NA,68
2011,164,Hoonah,Inside Passage Electric,Hoonah_grid,Southeast,DFO,IC,331185,NA,4817
2011,165,Kake,Inside Passage Electric,Kake_grid,Southeast,DFO,IC,213498,NA,2769
2011,167,Klukwan,Inside Passage Electric,UpperLynnCanal_grid,Southeast,DFO,IC,0,NA,0
2011,173,S W Bailey,Ketchikan Public Utilities,SEAPA_grid,Southeast,DFO,IC,294588,NA,2603
2011,177,King Cove,"King Cove, City of",King Cove_grid,Aleutians,DFO,IC,143977,NA,1712
2011,178,Kipnuk,Kipnuk Light Plant,Kipnuk_grid,Lower Yukon-Kuskokwim,DFO,IC,154889,NA,1583
2011,182,Kodiak Microgrid,Kodiak Electric Assn Inc,Kodiak_grid,Kodiak,DFO,IC,1296582,NA,18214
2011,183,Nymans Plant Microgrid,Kodiak Electric Assn Inc,Kodiak_grid,Kodiak,DFO,IC,350490,NA,3568
2011,185,Port Lions Microgrid,Kodiak Electric Assn Inc,Kodiak_grid,Kodiak,DFO,IC,6510,NA,70
2011,188,Kokhanok,Kokhanok Village Council,Kokhanok_grid,Bristol Bay,DFO,IC,39090,NA,407
2011,189,Kotzebue,Kotzebue Electric Association,Kotzebue_grid,Northwest Arctic,DFO,IC,1417074,NA,20300
2011,190,Koyukuk,"Koyukuk, City of",Koyukuk_grid,Yukon-Koyukuk/Upper Tanana,DFO,IC,32927,NA,314
2011,191,Kwethluk,Kwethluk Incorporated d/b/a Kuiggluum Kallugvia,Kwethluk_grid,Lower Yukon-Kuskokwim,DFO,IC,102428,NA,1378
2011,192,Kwigillingok,Kwigillingok Power Company,Kwigillingok_grid,Lower Yukon-Kuskokwim,DFO,IC,84078,NA,1168
2011,193,Larsen Bay,Larsen Bay Utility Company,Larsen Bay_grid,Kodiak,DFO,IC,14340,NA,159
2011,194,Levelock,Levelock Electrical Coop,Levelock_grid,Bristol Bay,DFO,IC,42434,NA,472
2011,196,Manokotak,Manokotak Power Company,Manokotak_grid,Bristol Bay,DFO,IC,104840,NA,1366
2011,198,McGrath,Mcgrath Light & Power,McGrath_grid,Yukon-Koyukuk/Upper Tanana,DFO,IC,191841,NA,2841
2011,199,Centennial,Metlakatla Power & Light,Metlakatla_grid,Southeast,DFO,IC,16212,NA,44
2011,202,Chuathbaluk,Middle Kuskokwim Electric,Chuathbaluk_grid,Lower Yukon-Kuskokwim,DFO,IC,25738,NA,221
2011,203,Crooked Creek,Middle Kuskokwim Electric,Crooked Creek_grid,Lower Yukon-Kuskokwim,DFO,IC,25305,NA,303
2011,204,Red Devil,Middle Kuskokwim Electric,Red Devil_grid,Lower Yukon-Kuskokwim,DFO,IC,13336,NA,106
2011,205,Sleetmute,Middle Kuskokwim Electric,Sleetmute_grid,Lower Yukon-Kuskokwim,DFO,IC,24532,NA,259
2011,206,Stony River,Middle Kuskokwim Electric,Stony River_grid,Lower Yukon-Kuskokwim,DFO,IC,14182,NA,128
2011,207,Naknek,Naknek Electric Association,Naknek_grid,Bristol Bay,DFO,IC,1319147,NA,19900
2011,209,Napaskiak,Napaskiak Electric Utility,Napaskiak_grid,Lower Yukon-Kuskokwim,DFO,IC,77093,NA,979
2011,210,Chefornak,Naterkaq Light Plant (City of Chefornak),Chefornak_grid,Lower Yukon-Kuskokwim,DFO,IC,123703,NA,1631
2011,211,Perryville,Native Village of Perryville,Perryville_grid,Bristol Bay,DFO,IC,14464,NA,176
2011,212,Nelson Lagoon,Nelson Lagoon Electrical Coop,Nelson Lagoon_grid,Aleutians,DFO,IC,44500,NA,392
2011,213,Koliganek,New Koliganek Village Council,Koliganek_grid,Bristol Bay,DFO,IC,72207,NA,648
2011,214,Nikolai,"Nikolai, City of",Nikolai_grid,Yukon-Koyukuk/Upper Tanana,DFO,IC,36527,NA,399
2011,215,Snake River,Nome Joint Utility Systems,Nome_grid,Bering Straits,DFO,IC,2109802,NA,33500
2011,216,Anaktuvuk Pass,North Slope Borough Power & Light,Anaktuvuk Pass_grid,North Slope,DFO,IC,278922,NA,3599
2011,217,Atqasuk,North Slope Borough Power & Light,Atqasuk_grid,North Slope,DFO,IC,255318,NA,3241
2011,218,Kaktovik,North Slope Borough Power & Light,Kaktovik_grid,North Slope,DFO,IC,353430,NA,4550
2011,219,Nuiqsut,North Slope Borough Power & Light,Nuiqsut_grid,North Slope,DFO,IC,88284,NA,1754
2011,219,Nuiqsut,North Slope Borough Power & Light,Nuiqsut_grid,North Slope,NG,IC,10329,NA,1475
2011,220,Point Hope,North Slope Borough Power & Light,Point Hope_grid,North Slope,DFO,IC,412482,NA,6153
2011,221,Point Lay,North Slope Borough Power & Light,Point Lay_grid,North Slope,DFO,IC,283458,NA,3085
2011,222,Wainwright,North Slope Borough Power & Light,Wainwright_grid,North Slope,DFO,IC,490896,NA,6258
2011,223,Nunam Iqua,Nunam Iqua Electric Company,Nunam Iqua_grid,Lower Yukon-Kuskokwim,DFO,IC,67849,NA,829
2011,224,Dillingham,Nushagak Electric Cooperative,Dillingham_grid,Bristol Bay,DFO,IC,1276725,NA,18800
2011,225,Ouzinkie,"Ouzinkie, City of",Ouzinkie_grid,Kodiak,DFO,IC,26152,NA,329
2011,227,Pedro Bay,Pedro Bay Village Council,Pedro Bay_grid,Bristol Bay,DFO,IC,19514,NA,212
2011,228,Pelican,Pelican Utility,Pelican_grid,Southeast,DFO,IC,66631,NA,799
2011,229,Blind Slough,Petersburg Borough - (AK),SEAPA_grid,Southeast,DFO,IC,46662,NA,606
2011,230,Pilot Point,Pilot Point Electric Utility,Pilot Point_grid,Bristol Bay,DFO,IC,44192,NA,443
2011,232,Port Heiden,Port Heiden Utilities,Port Heiden_grid,Bristol Bay,DFO,IC,57543,NA,105
2011,233,Kongiganak,Puvurnaq Power Company,Kongiganak_grid,Lower Yukon-Kuskokwim,DFO,IC,88397,NA,226
2011,236,Ruby,"Ruby, City of",Ruby_grid,Yukon-Koyukuk/Upper Tanana,DFO,IC,53248,NA,733
2011,237,Saint George,"Saint George, City of",Saint George_grid,Aleutians,DFO,IC,35990,NA,421
2011,238,Saint Paul,Saint Paul Municipal Electric,Saint Paul_grid,Aleutians,DFO,IC,316222,NA,4296
2011,239,Seward,City of Seward - (AK),Railbelt_grid,Railbelt,DFO,IC,2226,NA,44
2011,242,Jarvis Street,"Sitka, City & Borough of",Sitka_grid,Southeast,DFO,IC,161028,NA,1386
2011,247,Takotna,Takotna Community Assoc Inc,Takotna_grid,Yukon-Koyukuk/Upper Tanana,DFO,IC,21799,NA,195
2011,248,Port Alsworth,Tanalian Electric Cooperative,Port Alsworth_grid,Bristol Bay,DFO,IC,54661,NA,648
2011,249,Tanana,Tanana Power Company Inc,Tanana_grid,Yukon-Koyukuk/Upper Tanana,DFO,IC,88911,NA,1147
2011,250,Tatitlek,Tatitlek Village Ira Council,Tatitlek_grid,Copper River/Chugach,DFO,IC,42599,NA,472
2011,251,Adak,TDX Adak Generating LLC,Adak_grid,Aleutians,DFO,IC,217292,NA,1908
2011,252,Sand Point,TDX Corporation,Sand Point_grid,Aleutians,DFO,IC,299184,NA,4314
2011,253,Manley Hot Springs,TDX Manley Generating LLC,Manley Hot Springs_grid,Yukon-Koyukuk/Upper Tanana,DFO,IC,34535,NA,434
2011,256,Tenakee Springs,"Tenakee Springs, City of",Tenakee Springs_grid,Southeast,DFO,IC,33616,NA,416
2011,258,Tuluksak,Tuluksak Traditional,Tuluksak_grid,Lower Yukon-Kuskokwim,DFO,IC,58214,NA,607
2011,259,Tuntutuliak,Tuntutuliak Community,Tuntutuliak_grid,Lower Yukon-Kuskokwim,DFO,IC,92280,NA,971
2011,260,Twin Hills,Twin Hills Village Council,Twin Hills_grid,Bristol Bay,DFO,IC,30161,NA,282
2011,261,Nikolski,Umnak Power Company,Nikolski_grid,Aleutians,DFO,IC,24532,NA,212
2011,262,Unalakleet,Unalakleet Valley Electric Cooperative,Unalakleet_grid,Bering Straits,DFO,IC,233637,NA,3498
2011,291,Unalaska,"Unalaska, City of",Unalaska_grid,Aleutians,DFO,IC,2794440,NA,43500
2011,265,Newtok,Ungusraq Power Company,Newtok_grid,Lower Yukon-Kuskokwim,DFO,IC,41159,NA,427
2011,272,White Mountain,"White Mountain, City of",White Mountain_grid,Bering Straits,DFO,IC,29509,NA,369
2011,273,Wrangell,"Wrangell, City of",SEAPA_grid,Southeast,DFO,IC,39816,NA,490
2011,78,Yakutat,Alaska Village Electric Cooperative,Yakutat_grid,Southeast,DFO,IC,450578,NA,6512
2012,3,Akiachak,Akiachak Native Community,Akiachak_grid,Lower Yukon-Kuskokwim,DFO,IC,136679,NA,1929
2012,4,Akiak,Akiak City Council,Akiak_grid,Lower Yukon-Kuskokwim,DFO,IC,90189,NA,1183
2012,5,Akutan,"Akutan, City of",Akutan_grid,Aleutians,DFO,IC,38330,NA,321
2012,6,Annex Creek,Alaska Electric Light & Power Company,Juneau_grid,Southeast,WAT,HY,0,NA,21935
2012,7,Auke Bay,Alaska Electric Light & Power Company,Juneau_grid,Southeast,DFO,GT,85764,NA,561
2012,7,Auke Bay,Alaska Electric Light & Power Company,Juneau_grid,Southeast,DFO,IC,2940,NA,31
2012,8,Gold Creek,Alaska Electric Light & Power Company,Juneau_grid,Southeast,DFO,IC,0,NA,0
2012,8,Gold Creek,Alaska Electric Light & Power Company,Juneau_grid,Southeast,WAT,HY,0,NA,3987
2012,10,Lake Dorothy Hydroelectric Project,Alaska Electric Light & Power Company,Juneau_grid,Southeast,WAT,HY,0,NA,84467
2012,11,Lemon Creek,Alaska Electric Light & Power Company,Juneau_grid,Southeast,DFO,GT,3276,NA,20
2012,11,Lemon Creek,Alaska Electric Light & Power Company,Juneau_grid,Southeast,DFO,IC,16506,NA,210
2012,12,Salmon Creek 1,Alaska Electric Light & Power Company,Juneau_grid,Southeast,WAT,HY,0,NA,28396
2012,13,Snettisham,Alaska Electric Light & Power Company,Juneau_grid,Southeast,WAT,HY,0,NA,290422
2012,14,Delta Wind Farm,Alaska Environmental Power,Railbelt_grid,Railbelt,WND,WT,0,NA,989
2012,30,Allakaket,Alaska Power & Telephone Company,Allakaket_grid,Yukon-Koyukuk/Upper Tanana,DFO,IC,59054,NA,691
2012,31,Bettles,Alaska Power & Telephone Company,Bettles_grid,Yukon-Koyukuk/Upper Tanana,DFO,IC,43642,NA,583
