Year,AEA Sales Reporting ID,Residential Price kWh (2021 dollars),Commercial Price kWh (2021 dollars),Industrial Price kWh (2021 dollars),AK CPI,PCE ID,RCA CPCN,Utility Name,Reporting Name,Intertie Name,AEA Energy Region,ACEP Energy Region
2011,SR-8,22.219481604310037,18.70167043485403,NA,228.1095,0,18,Matanuska Electric Assn Inc,Matanuska Electric Assn Inc,Railbelt_grid,Railbelt,Railbelt
2011,SR-4,32.9641122918346,30.547488112483748,25.107059338072972,228.1095,0,13,Golden Valley Elec Assn Inc,Golden Valley Elec Assn Inc,Railbelt_grid,Railbelt,Railbelt
2011,SR-3,20.92687268447961,17.62900461717032,16.06066161723775,228.1095,0,8,Chugach Electric Assn Inc,Chugach Electric Assn Inc,Railbelt_grid,Railbelt,Railbelt
2011,SR-10,NA,29.759801374629145,NA,228.1095,0,227,TDX North Slope Generating Co,TDX North Slope Generating Co,Deadhorse_grid,North Slope,Rural Remote
2012,SR-10,NA,25.131485691376323,NA,229.219,0,227,TDX North Slope Generating Co,TDX North Slope Generating Co,Deadhorse_grid,North Slope,Rural Remote
2012,SR-194,17.34107073534509,15.103762686710011,NA,229.219,0,214,"Barrow Utils & Elec Coop, Inc",Barrow Utilities & Electric Cooperative Inc.,Utqiagvik_grid,North Slope,Rural Remote
2012,SR-200,15.369318320363615,15.663696588488227,NA,229.219,0,111,City of Wrangell - (AK),"Wrangell, City of",SEAPA_grid,Southeast,Coastal
2012,SR-198,14.141253021625548,16.638060248999242,16.23788567090466,229.219,0,212,Petersburg Borough - (AK),"Petersburg, City of",SEAPA_grid,Southeast,Coastal
2012,SR-199,29.680614166757362,31.616776027739377,25.38445155571241,229.219,NA,NA,NA,Seward,NA,Railbelt,Railbelt
2012,SR-193,13.96253731538128,14.095856234349826,14.021677010233425,229.219,0,100,City & Borough of Sitka - (AK),"Sitka, City & Borough of",Sitka_grid,Southeast,Coastal
2012,SR-192,43.97835637091347,39.28987474259202,NA,229.219,0,10,"Copper Valley Elec Assn, Inc","Copper Valley Elec Assn, Inc",CopperValley_grid,Copper River/Chugach,Coastal
2012,SR-7,27.117162179679415,26.297501724731834,24.83340128038354,229.219,0,16,Kodiak Electric Assn Inc,Kodiak Electric Assn Inc,Kodiak_grid,Kodiak,Coastal
2012,SR-6,14.894077729321747,14.232985604617863,12.250084134967379,229.219,0,103,Ketchikan Public Utilities,Ketchikan Public Utilities,SEAPA_grid,Southeast,Coastal
2012,SR-1,17.457775152188074,14.497610525970362,13.808177949046696,229.219,0,1,Alaska Electric Light&Power Co,Alaska Electric Light&Power Co,Juneau_grid,Southeast,Coastal
2012,SR-2,17.168979891605733,12.847104462512936,NA,229.219,0,121,Anchorage Municipal Light and Power,Anchorage Mun Light and Power,Railbelt_grid,Railbelt,Railbelt
2012,SR-5,29.654099940997025,25.74188162164685,12.776126961500692,229.219,0,32,Homer Electric Assn Inc,Homer Electric Assn Inc,Railbelt_grid,Railbelt,Railbelt
2012,SR-8,22.2839430027878,18.667587980453913,NA,229.219,0,18,Matanuska Electric Assn Inc,Matanuska Electric Assn Inc,Railbelt_grid,Railbelt,Railbelt
2012,SR-4,35.440375889364745,33.06114286830512,27.5185103057648,229.219,0,13,Golden Valley Elec Assn Inc,Golden Valley Elec Assn Inc,Railbelt_grid,Railbelt,Railbelt
2012,SR-3,20.253429102798552,17.16779125566671,15.760193337001397,229.219,0,8,Chugach Electric Assn Inc,Chugach Electric Assn Inc,Railbelt_grid,Railbelt,Railbelt
2013,SR-10,NA,26.659168725913496,NA,232.3105,0,227,TDX North Slope Generating Co,TDX North Slope Generating Co,Deadhorse_grid,North Slope,Rural Remote
2013,SR-194,17.424927622927694,15.252897189573517,NA,232.3105,0,214,"Barrow Utils & Elec Coop, Inc",Barrow Utilities & Electric Cooperative Inc.,Utqiagvik_grid,North Slope,Rural Remote
2013,SR-200,15.332440521744669,15.434863630236315,NA,232.3105,0,111,City of Wrangell - (AK),"Wrangell, City of",SEAPA_grid,Southeast,Coastal
2013,SR-198,14.017598708872612,16.503364923723296,15.608871043122377,232.3105,0,212,Petersburg Borough - (AK),"Petersburg, City of",SEAPA_grid,Southeast,Coastal
2013,SR-199,29.432409609475915,31.212472654890732,25.147185901489287,232.3105,NA,NA,NA,Seward,NA,Railbelt,Railbelt
2013,SR-192,40.74445082744155,35.26563544975056,NA,232.3105,0,10,"Copper Valley Elec Assn, Inc","Copper Valley Elec Assn, Inc",CopperValley_grid,Copper River/Chugach,Coastal
2013,SR-193,15.451007539059567,16.01909395106501,16.323441969956207,232.3105,0,100,City & Borough of Sitka - (AK),"Sitka, City & Borough of",Sitka_grid,Southeast,Coastal
2013,SR-7,25.81641522428614,25.05563648892082,23.50862084580613,232.3105,0,16,Kodiak Electric Assn Inc,Kodiak Electric Assn Inc,Kodiak_grid,Kodiak,Coastal
2013,SR-6,14.692685372806011,14.03769259596097,12.070502870176123,232.3105,0,103,Ketchikan Public Utilities,Ketchikan Public Utilities,SEAPA_grid,Southeast,Coastal
2013,SR-1,18.47217205379554,15.232187355864271,14.049914594247545,232.3105,0,1,Alaska Electric Light&Power Co,Alaska Electric Light&Power Co,Juneau_grid,Southeast,Coastal
2013,SR-2,19.097055100019247,14.971516359303408,NA,232.3105,0,121,Anchorage Municipal Light and Power,Anchorage Mun Light and Power,Railbelt_grid,Railbelt,Railbelt
2013,SR-5,30.308649367226785,26.47114422318147,11.377008686926928,232.3105,0,32,Homer Electric Assn Inc,Homer Electric Assn Inc,Railbelt_grid,Railbelt,Railbelt
2013,SR-4,33.02736338608278,30.47911795827633,24.776573400387456,232.3105,0,13,Golden Valley Elec Assn Inc,Golden Valley Elec Assn Inc,Railbelt_grid,Railbelt,Railbelt
2013,SR-8,21.823357982116278,18.124375809755296,NA,232.3105,0,18,Matanuska Electric Assn Inc,Matanuska Electric Assn Inc,Railbelt_grid,Railbelt,Railbelt
2013,SR-3,21.397882377462118,17.64065141211742,15.770916727871349,232.3105,0,8,Chugach Electric Assn Inc,Chugach Electric Assn Inc,Railbelt_grid,Railbelt,Railbelt
2014,SR-194,15.406409142697548,13.289236629989787,NA,263.5575,0,214,"Barrow Utils & Elec Coop, Inc",Barrow Utilities & Electric Cooperative Inc.,Utqiagvik_grid,North Slope,Rural Remote
2014,SR-200,13.976187952335893,14.218403048706254,NA,263.5575,0,111,City of Wrangell - (AK),"Wrangell, City of",SEAPA_grid,Southeast,Coastal
2014,SR-198,12.545531304060972,14.577797009141682,13.925427400612854,263.5575,0,212,Petersburg Borough - (AK),"Petersburg, City of",SEAPA_grid,Southeast,Coastal
2014,SR-199,26.964541154607197,28.766768691375496,23.602847242664573,263.5575,NA,NA,NA,Seward,NA,Railbelt,Railbelt
2014,SR-192,33.68185155830316,29.399228803428784,NA,263.5575,0,10,"Copper Valley Elec Assn, Inc","Copper Valley Elec Assn, Inc",CopperValley_grid,Copper River/Chugach,Coastal
2014,SR-193,15.067208875288316,23.30519561896415,4.757054772562117,263.5575,0,100,City & Borough of Sitka - (AK),"Sitka, City & Borough of",Sitka_grid,Southeast,Coastal
2014,SR-7,21.647380817938252,20.892932922836312,19.492220478081713,263.5575,0,16,Kodiak Electric Assn Inc,Kodiak Electric Assn Inc,Kodiak_grid,Kodiak,Coastal
2014,SR-6,12.870827120347975,12.294364168171452,10.596355533315279,263.5575,0,103,Ketchikan Public Utilities,Ketchikan Public Utilities,SEAPA_grid,Southeast,Coastal
2014,SR-1,15.083769529379246,12.630097555628476,11.985521763227807,263.5575,0,1,Alaska Electric Light&Power Co,Alaska Electric Light&Power Co,Juneau_grid,Southeast,Coastal
2014,SR-2,20.44945207112142,16.429798966745732,NA,263.5575,0,121,Anchorage Municipal Light and Power,Anchorage Mun Light and Power,Railbelt_grid,Railbelt,Railbelt
2014,SR-5,30.94795162713708,27.2198523650205,12.550664525523061,263.5575,0,32,Homer Electric Assn Inc,Homer Electric Assn Inc,Railbelt_grid,Railbelt,Railbelt
2014,SR-4,29.187153067548103,26.943706667577256,21.73707778654589,263.5575,0,13,Golden Valley Elec Assn Inc,Golden Valley Elec Assn Inc,Railbelt_grid,Railbelt,Railbelt
2014,SR-8,21.27605744739642,17.995937019918966,NA,263.5575,0,18,Matanuska Electric Assn Inc,Matanuska Electric Assn Inc,Railbelt_grid,Railbelt,Railbelt
2014,SR-3,20.2851170167977,16.65248106497142,14.948891288689316,263.5575,0,8,Chugach Electric Assn Inc,Chugach Electric Assn Inc,Railbelt_grid,Railbelt,Railbelt
2014,SR-10,NA,25.719899240719865,NA,263.5575,0,227,TDX North Slope Generating Co,TDX North Slope Generating Co,Deadhorse_grid,North Slope,Rural Remote
2015,SR-194,15.376173783209323,13.478121045583887,NA,284.336,0,214,"Barrow Utils & Elec Coop, Inc",Barrow Utilities & Electric Cooperative Inc.,Utqiagvik_grid,North Slope,Rural Remote
2015,SR-200,13.482961807760637,13.57224412058135,NA,284.336,0,111,City of Wrangell - (AK),"Wrangell, City of",SEAPA_grid,Southeast,Coastal
2015,SR-198,11.939216400530874,13.669632015684572,13.266191442725221,284.336,0,212,Petersburg Borough - (AK),"Petersburg, City of",SEAPA_grid,Southeast,Coastal
2015,SR-199,25.375414753114235,27.039294406408573,21.75880200173275,284.336,NA,NA,NA,Seward,NA,Railbelt,Railbelt
2015,SR-192,28.347290890825498,24.135984309808034,NA,284.336,0,10,"Copper Valley Elec Assn, Inc","Copper Valley Elec Assn, Inc",CopperValley_grid,Copper River/Chugach,Coastal
2015,SR-193,15.504038544014193,17.956647279530994,12.659067141684357,284.336,0,100,City & Borough of Sitka - (AK),"Sitka, City & Borough of",Sitka_grid,Southeast,Coastal
2015,SR-7,20.276105275899617,19.563559553659434,18.28936918920266,284.336,0,16,Kodiak Electric Assn Inc,Kodiak Electric Assn Inc,Kodiak_grid,Kodiak,Coastal
2015,SR-6,12.095154396143926,11.510680414401424,10.257567637080019,284.336,0,103,Ketchikan Public Utilities,Ketchikan Public Utilities,SEAPA_grid,Southeast,Coastal
2015,SR-1,13.982017483204723,11.497991942693371,11.149125558375149,284.336,0,1,Alaska Electric Light&Power Co,Alaska Electric Light&Power Co,Juneau_grid,Southeast,Coastal
2015,SR-2,19.81688013050641,16.03568067309309,NA,284.336,0,121,Anchorage Municipal Light and Power,Anchorage Mun Light and Power,Railbelt_grid,Railbelt,Railbelt
2015,SR-5,29.796924348287817,26.15397935922524,13.203823973348243,284.336,0,32,Homer Electric Assn Inc,Homer Electric Assn Inc,Railbelt_grid,Railbelt,Railbelt
2015,SR-4,24.947431113708916,22.876988305364122,17.765199992042895,284.336,0,13,Golden Valley Elec Assn Inc,Golden Valley Elec Assn Inc,Railbelt_grid,Railbelt,Railbelt
2015,SR-3,19.865903521708226,16.093235514126967,14.497849854928104,284.336,0,8,Chugach Electric Assn Inc,Chugach Electric Assn Inc,Railbelt_grid,Railbelt,Railbelt
2015,SR-8,23.164345980026905,19.93466025242612,NA,284.336,0,18,Matanuska Electric Assn Inc,Matanuska Electric Assn Inc,Railbelt_grid,Railbelt,Railbelt
2015,SR-10,NA,28.145948077342773,NA,284.336,0,227,TDX North Slope Generating Co,TDX North Slope Generating Co,Deadhorse_grid,North Slope,Rural Remote
2016,SR-10,NA,25.157151946199548,NA,295.87300000000005,0,227,TDX North Slope Generating Co,TDX North Slope Generating Co,Deadhorse_grid,North Slope,Rural Remote
2016,SR-194,14.94474398742809,12.97304193207328,NA,295.87300000000005,0,214,"Barrow Utils & Elec Coop, Inc",Barrow Utilities & Electric Cooperative Inc.,Utqiagvik_grid,North Slope,Rural Remote
2016,SR-200,13.041450072327955,13.284207197364221,NA,295.87300000000005,0,111,City of Wrangell - (AK),"Wrangell, City of",SEAPA_grid,Southeast,Coastal
2016,SR-198,11.600550456552991,13.403911418334632,13.000928340949093,295.87300000000005,0,212,Petersburg Borough - (AK),"Petersburg, City of",SEAPA_grid,Southeast,Coastal
2016,SR-199,24.802831910542064,26.16361645810091,21.889398739546298,295.87300000000005,NA,NA,NA,Seward,NA,Railbelt,Railbelt
2016,SR-192,26.63018079473433,23.533760372576015,NA,295.87300000000005,0,10,"Copper Valley Elec Assn, Inc","Copper Valley Elec Assn, Inc",CopperValley_grid,Copper River/Chugach,Coastal
2016,SR-193,16.09901235902039,15.625706165737142,13.65139345608302,295.87300000000005,0,100,City & Borough of Sitka - (AK),"Sitka, City & Borough of",Sitka_grid,Southeast,Coastal
2016,SR-7,19.72892988707557,19.11268342977266,17.936395761330864,295.87300000000005,0,16,Kodiak Electric Assn Inc,Kodiak Electric Assn Inc,Kodiak_grid,Kodiak,Coastal
2016,SR-6,12.031449962250035,11.449163504355681,10.08568746512934,295.87300000000005,0,103,Ketchikan Public Utilities,Ketchikan Public Utilities,SEAPA_grid,Southeast,Coastal
2016,SR-1,13.424647518582763,11.13426242370691,11.8109374099158,295.87300000000005,0,1,Alaska Electric Light&Power Co,Alaska Electric Light&Power Co,Juneau_grid,Southeast,Coastal
2016,SR-2,19.758372657202656,16.187449215859477,NA,295.87300000000005,0,121,Anchorage Municipal Light and Power,Anchorage Mun Light and Power,Railbelt_grid,Railbelt,Railbelt
2016,SR-5,29.114732950633197,25.710681977788912,12.693801777782305,295.87300000000005,0,32,Homer Electric Assn Inc,Homer Electric Assn Inc,Railbelt_grid,Railbelt,Railbelt
2016,SR-4,25.680195624856548,23.6798711874599,18.17818647524867,295.87300000000005,0,13,Golden Valley Elec Assn Inc,Golden Valley Elec Assn Inc,Railbelt_grid,Railbelt,Railbelt
2016,SR-8,22.272876850596276,19.160283222623143,NA,295.87300000000005,0,18,Matanuska Electric Assn Inc,Matanuska Electric Assn Inc,Railbelt_grid,Railbelt,Railbelt
2016,SR-3,20.687711187846936,16.750346421714333,14.80299497865615,295.87300000000005,0,8,Chugach Electric Assn Inc,Chugach Electric Assn Inc,Railbelt_grid,Railbelt,Railbelt
2017,SR-10,NA,24.02005921484685,NA,320.2655,0,227,TDX North Slope Generating Co,TDX North Slope Generating Co,Deadhorse_grid,North Slope,Rural Remote
2017,SR-194,13.843683063249197,12.344486811295075,NA,320.2655,0,214,"Barrow Utils & Elec Coop, Inc",Barrow Utilities & Electric Cooperative Inc.,Utqiagvik_grid,North Slope,Rural Remote
2017,SR-200,11.805344744357338,12.14255403688979,NA,320.2655,0,111,City of Wrangell - (AK),"Wrangell, City of",SEAPA_grid,Southeast,Coastal
2017,SR-198,10.520066631754103,12.29697876635899,11.567971229457633,320.2655,0,212,Petersburg Borough - (AK),"Petersburg, City of",SEAPA_grid,Southeast,Coastal
2017,SR-192,27.604221840882474,24.429951910880696,NA,320.2655,0,10,"Copper Valley Elec Assn, Inc","Copper Valley Elec Assn, Inc",CopperValley_grid,Copper River/Chugach,Coastal
2017,SR-7,18.02078823225611,17.5698910979025,16.366176220388425,320.2655,0,16,Kodiak Electric Assn Inc,Kodiak Electric Assn Inc,Kodiak_grid,Kodiak,Coastal
2017,SR-193,16.911450975612535,16.7126986548032,13.746027392096227,320.2655,0,100,City & Borough of Sitka - (AK),"Sitka, City & Borough of",Sitka_grid,Southeast,Coastal
2017,SR-6,11.11981085951921,10.595247952865975,9.387744949789797,320.2655,0,103,Ketchikan Public Utilities,Ketchikan Public Utilities,SEAPA_grid,Southeast,Coastal
2017,SR-1,12.44996642158358,10.30230523602203,12.86443270895663,320.2655,0,1,Alaska Electric Light&Power Co,Alaska Electric Light&Power Co,Juneau_grid,Southeast,Coastal
2017,SR-2,21.48327313950598,17.546714226544516,NA,320.2655,0,121,Anchorage Municipal Light and Power,Anchorage Mun Light and Power,Railbelt_grid,Railbelt,Railbelt
2017,SR-5,27.354063798458064,23.933095474394094,11.637118409471926,320.2655,0,32,Homer Electric Assn Inc,Homer Electric Assn Inc,Railbelt_grid,Railbelt,Railbelt
2017,SR-4,25.25299712328014,23.35153855582837,18.158585573843617,320.2655,0,13,Golden Valley Elec Assn Inc,Golden Valley Elec Assn Inc,Railbelt_grid,Railbelt,Railbelt
2017,SR-8,21.512926240257688,18.617239853048403,NA,320.2655,0,18,Matanuska Electric Assn Inc,Matanuska Electric Assn Inc,Railbelt_grid,Railbelt,Railbelt
2017,SR-3,20.85572856343485,17.189284093581634,15.296441659468845,320.2655,0,8,Chugach Electric Assn Inc,Chugach Electric Assn Inc,Railbelt_grid,Railbelt,Railbelt
2018,SR-10,NA,22.09820934112015,NA,333.3375,0,227,TDX North Slope Generating Co,TDX North Slope Generating Co,Deadhorse_grid,North Slope,Rural Remote
2018,SR-194,13.962497818386117,12.270457128819446,NA,333.3375,0,214,"Barrow Utils & Elec Coop, Inc",Barrow Utilities & Electric Cooperative Inc.,Utqiagvik_grid,North Slope,Rural Remote
2018,SR-200,11.17221935552252,10.107107337749255,NA,333.3375,0,111,City of Wrangell - (AK),"Wrangell, City of",SEAPA_grid,Southeast,Coastal
2018,SR-198,10.164345785044201,11.496597091330631,9.042100783021192,333.3375,0,212,Petersburg Borough - (AK),"Petersburg, City of",SEAPA_grid,Southeast,Coastal
2018,SR-192,26.473377719142146,23.416494726501647,NA,333.3375,0,10,"Copper Valley Elec Assn, Inc","Copper Valley Elec Assn, Inc",CopperValley_grid,Copper River/Chugach,Coastal
2018,SR-7,17.559415530347344,17.13856341720923,15.918378207925512,333.3375,0,16,Kodiak Electric Assn Inc,Kodiak Electric Assn Inc,Kodiak_grid,Kodiak,Coastal
2018,SR-193,19.02605785725221,17.44905230430643,13.317073372872061,333.3375,0,100,City & Borough of Sitka - (AK),"Sitka, City & Borough of",Sitka_grid,Southeast,Coastal
2018,SR-6,11.167177826708707,10.553623171821702,9.43764386249473,333.3375,0,103,Ketchikan Public Utilities,Ketchikan Public Utilities,SEAPA_grid,Southeast,Coastal
2018,SR-1,12.955741418509739,10.686090830746597,NA,333.3375,0,1,Alaska Electric Light&Power Co,Alaska Electric Light&Power Co,Juneau_grid,Southeast,Coastal
2018,SR-2,20.26178575380674,14.659182909008274,NA,333.3375,0,121,Anchorage Municipal Light and Power,Anchorage Mun Light and Power,Railbelt_grid,Railbelt,Railbelt
2018,SR-5,27.1111848855827,23.53877071783321,11.545043227884658,333.3375,0,32,Homer Electric Assn Inc,Homer Electric Assn Inc,Railbelt_grid,Railbelt,Railbelt
2018,SR-4,25.613421650235573,23.85417627723616,18.378932377231827,333.3375,0,13,Golden Valley Elec Assn Inc,Golden Valley Elec Assn Inc,Railbelt_grid,Railbelt,Railbelt
2018,SR-8,21.518869709693515,18.613347055992246,NA,333.3375,0,18,Matanuska Electric Assn Inc,Matanuska Electric Assn Inc,Railbelt_grid,Railbelt,Railbelt
2018,SR-3,19.72821310097844,16.11879693064489,14.179618322316106,333.3375,0,8,Chugach Electric Assn Inc,Chugach Electric Assn Inc,Railbelt_grid,Railbelt,Railbelt
2018,SR-199,NA,NA,NA,333.3375,NA,NA,NA,Seward,NA,Railbelt,Railbelt
2019,SR-195,12.982643619414985,15.233752706485705,20.044150715590618,379.337,NA,NA,NA,Metlakatla,NA,Southeast,Coastal
2019,SR-200,10.106294478449053,10.173216966100378,NA,379.337,0,111,City of Wrangell - (AK),"Wrangell, City of",SEAPA_grid,Southeast,Coastal
2019,SR-194,13.696164411897588,11.361689622603876,NA,379.337,0,214,"Barrow Utils & Elec Coop, Inc",Barrow Utilities & Electric Cooperative Inc.,Utqiagvik_grid,North Slope,Rural Remote
2019,SR-198,9.02279773419515,9.704815503740733,9.572600230082747,379.337,0,212,Petersburg Borough - (AK),"Petersburg, City of",SEAPA_grid,Southeast,Coastal
2019,SR-192,22.529372329001,19.088499627111787,NA,379.337,0,10,"Copper Valley Elec Assn, Inc","Copper Valley Elec Assn, Inc",CopperValley_grid,Copper River/Chugach,Coastal
2019,SR-7,15.350193907689599,14.990090247248558,13.853523296751112,379.337,0,16,Kodiak Electric Assn Inc,Kodiak Electric Assn Inc,Kodiak_grid,Kodiak,Coastal
2019,SR-193,16.430071362108354,15.13138352306128,11.71868824798853,379.337,0,100,City & Borough of Sitka - (AK),"Sitka, City & Borough of",Sitka_grid,Southeast,Coastal
2019,SR-6,9.986879944723826,9.313519314161026,8.351909552147537,379.337,0,103,Ketchikan Public Utilities,Ketchikan Public Utilities,SEAPA_grid,Southeast,Coastal
2019,SR-1,12.540993816428092,10.648790304104454,10.613964869907631,379.337,0,1,Alaska Electric Light&Power Co,Alaska Electric Light&Power Co,Juneau_grid,Southeast,Coastal
2019,SR-2,20.502971361758235,14.422995454196295,NA,379.337,0,121,Anchorage Municipal Light and Power,Anchorage Mun Light and Power,Railbelt_grid,Railbelt,Railbelt
2019,SR-5,23.841960666894835,20.643512644264646,9.452773530612449,379.337,0,32,Homer Electric Assn Inc,Homer Electric Assn Inc,Railbelt_grid,Railbelt,Railbelt
2019,SR-4,23.23491259668205,21.845771522791622,15.956592295914238,379.337,0,13,Golden Valley Elec Assn Inc,Golden Valley Elec Assn Inc,Railbelt_grid,Railbelt,Railbelt
2019,SR-8,19.03798852790397,16.378489250711098,NA,379.337,0,18,Matanuska Electric Assn Inc,Matanuska Electric Assn Inc,Railbelt_grid,Railbelt,Railbelt
2019,SR-3,18.7099019123425,15.44302223014919,13.447860037415222,379.337,0,8,Chugach Electric Assn Inc,Chugach Electric Assn Inc,Railbelt_grid,Railbelt,Railbelt
2019,SR-10,NA,19.50547354036835,NA,379.337,0,227,TDX North Slope Generating Co,TDX North Slope Generating Co,Deadhorse_grid,North Slope,Rural Remote
2020,SR-10,NA,20.74481979135886,NA,352.555,0,227,TDX North Slope Generating Co,TDX North Slope Generating Co,Deadhorse_grid,North Slope,Rural Remote
2020,SR-7,16.69704067715742,16.39137149436253,15.046696607340257,352.555,0,16,Kodiak Electric Assn Inc,Kodiak Electric Assn Inc,Kodiak_grid,Kodiak,Coastal
2020,SR-6,11.007414776484055,10.507737610290933,9.043903250784147,352.555,0,103,Ketchikan Public Utilities,Ketchikan Public Utilities,SEAPA_grid,Southeast,Coastal
2020,SR-1,11.906638512008753,9.931834502558617,10.974644744926906,352.555,0,1,Alaska Electric Light&Power Co,Alaska Electric Light&Power Co,Juneau_grid,Southeast,Coastal
2020,SR-2,20.28860718693386,14.99255629398708,NA,352.555,0,121,Anchorage Municipal Light and Power,Anchorage Mun Light and Power,Railbelt_grid,Railbelt,Railbelt
2020,SR-5,27.339424887242924,24.264180635665703,11.691745827330934,352.555,0,32,Homer Electric Assn Inc,Homer Electric Assn Inc,Railbelt_grid,Railbelt,Railbelt
2020,SR-4,23.912012593241357,22.81491967618228,15.766877142485118,352.555,0,13,Golden Valley Elec Assn Inc,Golden Valley Elec Assn Inc,Railbelt_grid,Railbelt,Railbelt
2020,SR-8,20.512684869871098,17.787649785211727,NA,352.555,0,18,Matanuska Electric Assn Inc,Matanuska Electric Assn Inc,Railbelt_grid,Railbelt,Railbelt
2020,SR-3,20.171898808278538,16.10873356142578,14.143948381190354,352.555,0,8,Chugach Electric Assn Inc,Chugach Electric Assn Inc,Railbelt_grid,Railbelt,Railbelt
2020,SR-195,NA,NA,NA,352.555,NA,NA,NA,Metlakatla,NA,Southeast,Coastal
2020,SR-200,NA,NA,NA,352.555,0,111,City of Wrangell - (AK),"Wrangell, City of",SEAPA_grid,Southeast,Coastal
2020,SR-198,NA,NA,NA,352.555,0,212,Petersburg Borough - (AK),"Petersburg, City of",SEAPA_grid,Southeast,Coastal
2020,SR-194,NA,NA,NA,352.555,0,214,"Barrow Utils & Elec Coop, Inc",Barrow Utilities & Electric Cooperative Inc.,Utqiagvik_grid,North Slope,Rural Remote
2020,SR-199,NA,NA,NA,352.555,NA,NA,NA,Seward,NA,Railbelt,Railbelt
2020,SR-193,NA,NA,NA,352.555,0,100,City & Borough of Sitka - (AK),"Sitka, City & Borough of",Sitka_grid,Southeast,Coastal
2020,SR-192,NA,NA,NA,352.555,0,10,"Copper Valley Elec Assn, Inc","Copper Valley Elec Assn, Inc",CopperValley_grid,Copper River/Chugach,Coastal
2021,SR-10,NA,21.546984871084593,NA,335.448,0,227,TDX North Slope Generating Co,TDX North Slope Generating Co,Deadhorse_grid,North Slope,Rural Remote
2021,SR-7,17.508661254459902,17.19804514777752,15.432363261571956,335.448,0,16,Kodiak Electric Assn Inc,Kodiak Electric Assn Inc,Kodiak_grid,Kodiak,Coastal
2021,SR-6,11.816746289828307,11.270290518604845,9.650198652617032,335.448,0,103,Ketchikan Public Utilities,Ketchikan Public Utilities,SEAPA_grid,Southeast,Coastal
2021,SR-1,11.90555343785736,9.941856505601525,11.46997374624524,335.448,0,1,Alaska Electric Light&Power Co,Alaska Electric Light&Power Co,Juneau_grid,Southeast,Coastal
2021,SR-5,28.213801591487865,24.86556356708345,11.51031325380286,335.448,0,32,Homer Electric Assn Inc,Homer Electric Assn Inc,Railbelt_grid,Railbelt,Railbelt
2021,SR-4,26.88551319890198,25.87544281799345,18.33615776081425,335.448,0,13,Golden Valley Elec Assn Inc,Golden Valley Elec Assn Inc,Railbelt_grid,Railbelt,Railbelt
2021,SR-8,21.408406483431666,18.531726068392608,NA,335.448,0,18,Matanuska Electric Assn Inc,Matanuska Electric Assn Inc,Railbelt_grid,Railbelt,Railbelt
2021,SR-3,20.602085495879688,16.26821684099063,13.76402491809957,335.448,0,8,Chugach Electric Assn Inc,Chugach Electric Assn Inc,Railbelt_grid,Railbelt,Railbelt
2021,SR-195,NA,NA,NA,335.448,NA,NA,NA,Metlakatla,NA,Southeast,Coastal
