"Early Release, Subject to Revision",...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27
SR-184,332850,741,Unalakleet Valley Electric Cooperative,Unalakleet,Unalakleet_grid,Bering Straits,589.72377599999993,1337.04,269,0.44106666666666661,699.09507733333328,1585.01,41,0.44106666666666666,441.04240800000002,999.94500000000005,119,0.44106666666666666,1729.861261333333,3923.799,425,0.44086388251114111,PCE,12,Unalakleet,Residential rate as reported to PCE
SR-100,331420,169,Alaska Village Electric Cooperative,Koyuk,Koyuk_grid,Bering Straits,256.35677555000001,511.197,109,0.50148333333333339,87.952152933333338,175.38399999999999,9,0.50148333333333339,280.21935848333339,558.78100000000006,29,0.50148333333333339,624.52828696666666,1245.3620000000001,146,0.50148333333333328,PCE,12,Koyuk,Residential rate as reported to PCE
SR-154,331670,169,Alaska Village Electric Cooperative,Saint Michael,Stebbins_grid,Bering Straits,263.65350479999995,544.99199999999996,124,0.48377499999999996,119.64094392499999,247.30700000000002,24,0.4837749999999999,477.8235999499999,987.69799999999998,30,0.4837749999999999,861.11804867499984,1779.9969999999998,178,0.48377499999999996,PCE,12,Saint Michael,Residential rate as reported to PCE
SR-157,331590,169,Alaska Village Electric Cooperative,Savoonga,Savoonga_grid,Bering Straits,453.04276837500004,924.81299999999999,161,0.48987500000000006,17.977922625000001,36.698999999999998,25,0.48987500000000006,627.13944462500001,1280.203,33,0.489875,1098.1601356250001,2241.7149999999997,217,0.48987500000000012,PCE,12,Savoonga,Residential rate as reported to PCE
SR-161,331630,169,Alaska Village Electric Cooperative,Shaktoolik,Shaktoolik_grid,Bering Straits,204.93168000000003,426.94100000000003,141,0.48000000000000004,76.76303999999999,159.92299999999997,12,0.48000000000000004,198.16608000000002,412.846,22,0.48000000000000004,479.86080000000004,999.70999999999992,172,0.48000000000000009,PCE,12,Shaktoolik,Residential rate as reported to PCE
SR-162,331640,169,Alaska Village Electric Cooperative,Shishmaref,Shishmaref_grid,Bering Straits,371.13719216666664,722.29100000000005,146,0.51383333333333325,148.78969066666664,289.56799999999998,20,0.51383333333333325,304.9379884999999,593.45699999999988,39,0.51383333333333325,824.86487133333321,1605.316,204,0.51383333333333325,PCE,12,Shishmaref,Residential rate as reported to PCE
SR-167,331680,169,Alaska Village Electric Cooperative,Stebbins,Stebbins_grid,Bering Straits,332.00462322499993,686.279,227,0.4837749999999999,106.83009814999997,220.82599999999999,21,0.4837749999999999,293.69061077499993,607.08100000000002,33,0.48377499999999984,732.52533214999983,1514.1860000000001,279,0.48377499999999984,PCE,12,Stebbins,Residential rate as reported to PCE
SR-188,331730,169,Alaska Village Electric Cooperative,Wales,Wales_grid,Bering Straits,111.11855066666671,213.14300000000003,64,0.52133333333333343,22.599278666666674,43.349000000000004,12,0.52133333333333343,174.58984133333334,334.89099999999996,15,0.52133333333333343,308.3076706666667,591.38300000000004,91,0.52133333333333332,PCE,12,Wales,Residential rate as reported to PCE
SR-31,331270,169,Alaska Village Electric Cooperative,Brevig Mission,Brevig Mission_grid,Bering Straits,253.15237078333342,535.18700000000001,93,0.47301666666666681,10.29993791666667,21.774999999999999,13,0.47301666666666681,263.74132188333346,557.57300000000009,25,0.47301666666666681,527.19363058333352,1114.5349999999999,127,0.47301666666666692,PCE,12,Brevig Mission,Residential rate as reported to PCE
SR-61,331300,169,Alaska Village Electric Cooperative,Elim,Elim_grid,Bering Straits,250.74603166666665,481.8950000000001,123,0.5203333333333332,90.427689333333305,173.78799999999998,14,0.5203333333333332,281.00185399999992,540.04200000000003,29,0.5203333333333332,622.17557499999987,1195.7249999999999,166,0.52033333333333331,PCE,12,Elim,Residential rate as reported to PCE
SR-66,331320,169,Alaska Village Electric Cooperative,Gambell,Gambell_grid,Bering Straits,402.56482779999988,780.11399999999992,167,0.51603333333333323,87.903182133333317,170.34399999999999,15,0.51603333333333323,455.55164649999995,882.79500000000007,43,0.51603333333333323,946.01965643333313,1833.2529999999999,224,0.51603333333333323,PCE,12,Gambell,Residential rate as reported to PCE
SR-54,331930,383,Diomede Joint Utilities,Diomede,Diomede_grid,Bering Straits,134.43105000000003,206.81700000000001,41,0.65000000000000013,122.11030000000002,187.86199999999999,11,0.65000000000000013,40.363050000000001,62.096999999999994,6,0.65000000000000013,296.90440000000007,474.88499999999993,59,0.62521326215820694,PCE,3,Diomede,Residential rate as reported to PCE
SR-173,331685,61,Alaska Village Electric Cooperative,Teller,Teller_grid,Bering Straits,158.95741101666664,290.18299999999999,121,0.54778333333333329,23.771057750000001,43.395000000000003,16,0.54778333333333329,245.44473038333334,448.06900000000002,26,0.54778333333333329,428.17319914999996,781.64699999999993,159,0.54778333333333329,PCE,12,Teller,Residential rate as reported to PCE
SR-127,332340,150,Nome Joint Utility Systems,Nome,Nome_grid,Bering Straits,2897.0975047500001,8462.3850000000002,1735,0.34234999999999999,2877.27201625,8404.4750000000004,324,0.34234999999999999,4157.3751540000003,12143.640000000001,144,0.34234999999999999,9931.7446749999999,29010.500000000004,2191,0.34234999999999993,PCE,12,Nome,Residential rate as reported to PCE
SR-67,332000,373,Golovin Power Utilities,Golovin,Golovin_grid,Bering Straits,96.259319999999988,253.31399999999999,52,0.37999999999999995,208.76933999999997,549.39300000000003,37,0.37999999999999995,51.807679999999998,136.33600000000001,15,0.37999999999999995,356.83633999999995,981.37100000000009,106,0.36361003127257674,PCE,12,Golovin,Residential rate as reported to PCE
SR-190,332890,409,"White Mountain, City of",White Mountain,White Mountain_grid,Bering Straits,146.7345,266.79000000000002,70,0.54999999999999993,185.97589999999997,338.13799999999998,26,0.54999999999999993,68.803899999999985,125.098,12,0.54999999999999993,401.51429999999993,730.02599999999995,106,0.54999999999999993,PCE,12,White Mountain,Residential rate as reported to PCE
SR-109,332210,321,Manokotak Power Company,Manokotak,Manokotak_grid,Bristol Bay,331.13024999999988,602.05499999999984,149,0.54999999999999993,91.352799999999988,166.096,26,0.54999999999999993,226.88599999999997,412.52,14,0.54999999999999993,649.36904999999979,1219.0460000000003,191,0.5326862563020589,PCE,12,Manokotak,Residential rate as reported to PCE
SR-183,332730,729,Twin Hills Village Council,Twin Hills,Twin Hills_grid,Bristol Bay,53.561706041666667,105.497,34,0.50770833333333332,58.052386249999998,114.342,6,0.50770833333333332,24.888877916666662,49.021999999999991,8,0.50770833333333332,136.50297020833332,279.37700000000007,47,0.48859773785362892,PCE,12,Twin Hills,Residential rate as reported to PCE
SR-145,332590,447,Tanalian Electric Cooperative,Port Alsworth,Port Alsworth_grid,Bristol Bay,155.38594237500004,307.01099999999997,83,0.50612500000000016,232.03553687500005,458.45499999999993,53,0.50612500000000016,49.136639500000015,97.084000000000003,38,0.50612500000000016,436.55811875000006,862.55,151,0.50612500000000005,PCE,12,Port Alsworth,Residential rate as reported to PCE
SR-138,332470,659,Native Village of Perryville,Perryville,Perryville_grid,Bristol Bay,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,Perryville,Residential rate as reported to PCE
SR-39,331870,658,Chignik Lagoon Power Utility,Chignik Lagoon,Chignik Lagoon_grid,Bristol Bay,152.030087925,262.827,71,0.57844166666666663,72.212657666666658,124.84,8,0.57844166666666663,38.695433733333324,66.895999999999987,8,0.57844166666666663,262.93817932499996,470.78800000000007,87,0.5585065450372565,PCE,12,Chignik Lagoon,Residential rate as reported to PCE
SR-80,332040,681,Igiugig Electric Company,Igiugig,Igiugig_grid,Bristol Bay,86.975523616666678,97.125999999999991,29,0.89549166666666691,78.029561866666683,87.135999999999996,11,0.89549166666666691,82.924319316666683,92.60199999999999,16,0.89549166666666691,247.92940480000004,276.86400000000003,53,0.89549166666666669,PCE,12,Igiugig,Residential rate as reported to PCE
SR-58,331940,320,Egegik Light & Power Co,Egegik,Egegik_grid,Bristol Bay,85.080450000000013,130.893,80,0.65000000000000013,170.57560000000001,262.42399999999998,21,0.65000000000000013,82.500600000000006,126.92399999999999,20,0.65000000000000013,338.15665000000001,520.24099999999999,121,0.65,PCE,12,Egegik,Residential rate as reported to PCE
SR-121,331480,169,Alaska Village Electric Cooperative,New Stuyahok,New_Stuyahok_grid,Bristol Bay,306.79288940000004,535.75799999999992,146,0.57263333333333344,53.983289599999999,94.271999999999977,16,0.57263333333333344,376.82136500000007,658.05,34,0.57263333333333344,737.59754400000008,1288.08,194,0.57263333333333344,PCE,12,New Stuyahok,Residential rate as reported to PCE
SR-177,331690,169,Alaska Village Electric Cooperative,Togiak,Togiak_grid,Bristol Bay,562.10099753333327,1115.2060000000001,233,0.50403333333333322,313.55308826666658,622.08799999999997,43,0.50403333333333322,571.95031289999986,1134.7470000000001,54,0.50403333333333322,1447.6043986999998,2872.0410000000002,324,0.50403333333333322,PCE,6,Togiak,Residential rate as reported to PCE
SR-38,331860,297,"Chignik, City of",Chignik,Chignik_grid,Bristol Bay,73.436726499999992,172.89399999999998,61,0.42475000000000002,161.62926800000002,380.52800000000002,50,0.42475000000000002,40.555554749999999,95.480999999999995,11,0.42475000000000002,275.62154925000004,648.90300000000013,118,0.42474999999999996,PCE,11,Chignik,Residential rate as reported to PCE
SR-146,332500,399,Port Heiden Utilities,Port Heiden,Port Heiden_grid,Bristol Bay,126.46790000000003,194.566,51,0.65000000000000013,67.073500000000024,103.19000000000001,21,0.65000000000000013,137.08110000000005,210.89400000000003,16,0.65000000000000013,330.62250000000012,508.65,88,0.65000000000000024,PCE,12,Port Heiden,Residential rate as reported to PCE
SR-105,332180,330,Levelock Electrical Coop,Levelock,Levelock_grid,Bristol Bay,113.54299999999995,133.57999999999998,39,0.84999999999999976,105.97629999999997,124.678,14,0.84999999999999976,66.152949999999976,77.826999999999998,21,0.84999999999999976,285.67224999999991,349.74099999999999,67,0.81681086861420282,PCE,12,Levelock,Residential rate as reported to PCE
SR-40,331880,437,Chignik Lake Electric Utility,Chignik Lake,Chignik Lake_grid,Bristol Bay,118.01770666666667,138.30199999999999,49,0.85333333333333339,51.461120000000001,60.305999999999997,5,0.85333333333333339,83.493546666666674,97.844000000000008,10,0.85333333333333339,252.97237333333334,301.18899999999996,64,0.83991239166547704,PCE,12,Chignik Lake,Residential rate as reported to PCE
SR-46,331910,360,"Clark's Point, City of",Clark's Point,Clark's Point_grid,Bristol Bay,126.37138323333332,121.33399999999999,28,1.0415166666666666,61.445317266666663,58.995999999999995,8,1.0415166666666666,47.82852836666666,45.921999999999997,11,1.0415166666666666,235.64522886666663,226.30500000000001,47,1.0412727463673654,PCE,12,Clark's Point,Residential rate as reported to PCE
SR-139,332480,425,Pilot Point Electric Utility,Pilot Point,Pilot Point_grid,Bristol Bay,85.905599999999978,143.17599999999999,47,0.59999999999999987,99.211799999999968,165.35299999999998,17,0.59999999999999987,60.538199999999996,100.89700000000002,14,0.59999999999999987,245.65559999999994,409.42599999999999,78,0.59999999999999987,PCE,12,Pilot Point,Residential rate as reported to PCE
SR-81,332050,280,"I-N-N Electric Coop, Inc","Iliamna, Newhalen, Nondalton",Newhalen_grid,Bristol Bay,477.45797999999991,782.71799999999985,193,0.61,904.1035700000001,1482.1370000000002,88,0.61,360.85160000000002,591.56000000000006,26,0.61,1742.4131500000001,2856.415,306,0.61,PCE,12,"Iliamna, Newhalen, Nondalton",Residential rate as reported to PCE
SR-136,332450,662,Pedro Bay Village Council,Pedro Bay,Pedro Bay_grid,Bristol Bay,35.577750000000009,43.787999999999997,20,0.81250000000000022,64.494625000000042,79.378000000000014,12,0.81250000000000033,29.873187500000014,36.767000000000003,6,0.81250000000000033,129.94556250000005,159.93300000000002,37,0.81250000000000022,PCE,12,Pedro Bay,Residential rate as reported to PCE
SR-95,332100,660,Kokhanok Village Council,Kokhanok,Kokhanok_grid,Bristol Bay,155.83050000000006,173.14500000000001,57,0.90000000000000024,106.09470000000003,117.88300000000001,7,0.90000000000000024,91.580400000000012,101.75599999999999,16,0.90000000000000024,353.50560000000007,392.78400000000005,79,0.9,PCE,12,Kokhanok,Residential rate as reported to PCE
SR-96,332110,661,New Koliganek Village Council,Koliganek,Koliganek_grid,Bristol Bay,138.74,277.48,74,0.5,41.996000000000002,83.992000000000004,8,0.5,91.882000000000005,183.76400000000001,23,0.5,272.61800000000005,545.2360000000001,101,0.5,PCE,12,Koliganek,Residential rate as reported to PCE
SR-116,332280,22,Naknek Electric Association,"Naknek, South Naknek, King Salmon",Naknek_grid,Bristol Bay,1453.6143370666666,3012.2559999999994,643,0.48256666666666675,6529.1279651333352,13530.002000000002,253,0.48256666666666675,2157.9908418000005,4471.902,135,0.48256666666666675,10140.733144000003,21014.160000000003,1031,0.48256666666666675,PCE,12,"Naknek, South Naknek, King Salmon",Residential rate as reported to PCE
SR-53,332430,45,Nushagak Electric Cooperative,"Dillingham, Aleknagik",Dillingham_grid,Bristol Bay,2155.7206049833335,5268.3489999999993,983,0.4091833333333334,4329.2349564000006,10580.183999999999,445,0.4091833333333334,776.1614517500002,1896.8550000000002,108,0.4091833333333334,7261.1170131333347,17750.738000000001,1531,0.40906000714636959,PCE,12,"Dillingham, Aleknagik",Residential rate as reported to PCE
SR-192,0,10,"Copper Valley Elec Assn, Inc","Copper Valley Elec Assn, Inc",CopperValley_grid,Copper River/Chugach,4333,16441,2985,0.26354844595827503,15481,66373,812,0.23324243291699939,0,0,0,NA,19814,82814,3797,0.2392590624773589,EIA861,12,"In addition to Valdez, the CVEA service area includes 14 other communities.",Residential rate as reported to PCE
SR-172,332610,586,Tatitlek Village Ira Council,Tatitlek,Tatitlek_grid,Copper River/Chugach,116.84092000000001,127.001,40,0.92,52.063720000000004,56.591000000000001,17,0.92,103.91124000000001,112.947,10,0.92,272.81587999999999,313.88799999999992,65,0.86915039759404644,PCE,12,Tatitlek,Residential rate as reported to PCE
SR-43,331890,368,Chitina Electric Inc,Chitina,Chitina_grid,Copper River/Chugach,71.066516666666686,115.24299999999999,43,0.61666666666666692,133.52806666666672,216.53200000000004,35,0.61666666666666681,21.497000000000003,34.86,5,0.61666666666666681,226.0915833333334,373.53500000000003,83,0.60527549850304097,PCE,12,Chitina,Residential rate as reported to PCE
SR-49,331920,160,Cordova Electric Cooperative,"Cordova, Eyak",Cordova_grid,Copper River/Chugach,1760.7334905000005,4765.7160000000003,967,0.36945833333333339,6341.3650993333349,17163.952000000001,859,0.36945833333333339,1639.8692607916666,4438.5769999999993,106,0.36945833333333339,9741.967850625002,26368.245000000003,1705,0.36945833333333339,PCE,12,"Cordova, Eyak",Residential rate as reported to PCE
SR-113,331160,2,Alaska Power & Telephone Company,Mentasta Lake,Slana_grid,Copper River/Chugach,78.279041583333338,137.965,49,0.56738333333333335,74.597291133333329,131.476,15,0.56738333333333335,56.410953149999997,99.422999999999988,9,0.56738333333333335,209.28728586666668,368.86399999999998,73,0.56738333333333335,PCE,12,Mentasta Lake,Residential rate as reported to PCE
SR-165,331195,2,Alaska Power & Telephone Company,Slana,Slana_grid,Copper River/Chugach,190.78513066666667,336.20499999999998,82,0.56746666666666667,42.457856000000007,74.820000000000007,13,0.56746666666666667,59.127189333333334,104.19499999999999,7,0.56746666666666667,292.37017600000001,515.22,101,0.56746666666666667,PCE,12,Slana,Residential rate as reported to PCE
SR-42,331070,2,Alaska Power & Telephone Company,Chistochina,Slana_grid,Copper River/Chugach,87.3081076,153.874,48,0.56740000000000002,98.359924800000002,173.352,19,0.56740000000000002,9.2911750000000008,16.375,2,0.56740000000000002,194.9592074,343.60099999999994,69,0.56740000000000013,PCE,12,Chistochina,Residential rate as reported to PCE
SR-36,331850,686,Chenega Ira Council,Chenega Bay,Chenega_grid,Copper River/Chugach,63.184310000000011,95.01400000000001,25,0.66500000000000004,56.576205000000002,85.076999999999998,17,0.66500000000000004,32.596969999999999,49.018000000000001,12,0.66499999999999992,152.357485,229.10900000000004,54,0.66499999999999992,PCE,12,Chenega Bay,Residential rate as reported to PCE
SR-135,332440,357,"Ouzinkie, City of",Ouzinkie,Ouzinkie_grid,Kodiak,105.70641189999996,269.45299999999997,77,0.39229999999999993,76.028524599999997,193.80200000000002,15,0.39229999999999993,77.897834099999983,198.56700000000001,18,0.39229999999999993,259.63277059999996,661.82199999999989,109,0.39229999999999998,PCE,12,Ouzinkie,Residential rate as reported to PCE
SR-134,331540,169,Alaska Village Electric Cooperative,Old Harbor,Old Harbor_grid,Kodiak,199.09597904999995,413.298,207,0.4817249999999999,0,0,20,0,181.21627394999996,376.18200000000002,16,0.48172499999999985,380.31225299999994,789.48,242,0.4817249999999999,PCE,8,Old Harbor,Residential rate as reported to PCE
SR-104,332170,353,Larsen Bay Utility Company,Larsen Bay,Larsen Bay_grid,Kodiak,61.516400000000012,150.04,43,0.41000000000000009,187.80665000000005,458.065,24,0.41000000000000009,77.686390000000017,189.47899999999998,13,0.41000000000000014,327.0094400000001,797.58399999999995,79,0.41000000000000014,PCE,12,Larsen Bay,Residential rate as reported to PCE
SR-7,0,16,Kodiak Electric Assn Inc,Kodiak Electric Assn Inc,Kodiak_grid,Kodiak,6241,36274,4756,0.17205160721177704,3624,21604,1033,0.16774671357156082,14524,92951,106,0.15625437058234984,24389,150829,5895,0.16169967313978081,EIA861,12,"The KEA service area includes the communities of Port Lions, Chiniak, Womens Bay and Woody Island.",Residential rate as reported to PCE
SR-86,331740,683,Alutiiq Power Company,Karluk,Karluk_grid,Kodiak,46.184600000000003,65.977999999999994,15,0.70000000000000007,75.058200000000014,107.226,9,0.70000000000000018,14.372400000000001,20.532,5,0.70000000000000007,135.61520000000002,193.86199999999997,31,0.69954503719140437,PCE,12,Karluk,Residential rate as reported to PCE
SR-12,331010,449,"Akhiok, City of",Akhiok,Akhiok_grid,Kodiak,72.819999999999993,91.025000000000006,27,0.79999999999999982,94.250399999999999,117.81300000000002,7,0.79999999999999993,26.1432,32.679000000000002,9,0.79999999999999993,193.21359999999999,241.51699999999997,43,0.8,PCE,12,Akhiok,Residential rate as reported to PCE
SR-106,332190,570,Lime Village Electric Utility,Lime Village,Lime Village_grid,Lower Yukon-Kuskokwim,30.97300606666667,17.476000000000003,17,1.7723166666666665,28.59987405,16.137,1,1.7723166666666665,24.257698216666668,13.687000000000001,6,1.7723166666666665,83.830578333333335,47.3,24,1.7723166666666668,PCE,12,Lime Village,Residential rate as reported to PCE
SR-118,332300,625,Napaskiak Electric Utility,Napaskiak,Napaskiak_grid,Lower Yukon-Kuskokwim,295.60930000000002,422.29899999999998,111,0.70000000000000007,156.8357,224.05099999999999,20,0.70000000000000007,46.365200000000009,66.236000000000004,11,0.70000000000000007,498.81020000000001,766.26800000000003,152,0.65096049945971901,PCE,12,Napaskiak,Residential rate as reported to PCE
SR-181,332720,344,Tuntutuliak Community,Tuntutuliak,Tuntutuliak_grid,Lower Yukon-Kuskokwim,325.17030000000005,500.26199999999994,133,0.65000000000000013,249.02995000000004,383.12299999999999,26,0.65000000000000013,44.926700000000004,69.117999999999995,16,0.65000000000000013,619.12695000000008,969.36,182,0.63869661426095581,PCE,12,Tuntutuliak,Residential rate as reported to PCE
SR-90,332080,446,Kipnuk Light Plant,Kipnuk,Kipnuk_grid,Lower Yukon-Kuskokwim,367.24672724999999,823.65399999999988,175,0.44587500000000008,264.59203424999998,593.42199999999991,27,0.44587500000000002,86.220186374999997,193.37299999999999,11,0.44587500000000002,718.05894787500006,1737.2379999999998,266,0.41333366405466615,PCE,12,Kipnuk,Residential rate as reported to PCE
SR-107,331430,169,Alaska Village Electric Cooperative,Lower Kalskag,Upper Kalskag_grid,Lower Yukon-Kuskokwim,154.95063978333329,303.161,87,0.51111666666666655,31.272162133333325,61.183999999999997,10,0.51111666666666655,134.27801508333332,262.71500000000003,10,0.51111666666666655,320.50081699999993,627.05999999999995,106,0.51111666666666655,PCE,12,Lower Kalskag,Residential rate as reported to PCE
SR-110,331440,169,Alaska Village Electric Cooperative,Marshall,Marshall_grid,Lower Yukon-Kuskokwim,267.31648224999992,574.19499999999994,111,0.46554999999999991,44.427902049999993,95.430999999999997,15,0.46554999999999996,333.26676079999999,715.85599999999999,27,0.46554999999999996,645.01114509999991,1385.4819999999997,152,0.46555000000000002,PCE,12,Marshall,Residential rate as reported to PCE
SR-112,331450,169,Alaska Village Electric Cooperative,Mekoryuk,Mekoryuk_grid,Lower Yukon-Kuskokwim,170.4535454666667,306.09399999999999,90,0.55686666666666673,62.739383000000004,112.66499999999999,14,0.55686666666666673,222.43036640000003,399.43200000000002,24,0.55686666666666673,455.6232948666667,818.19099999999992,126,0.55686666666666673,PCE,12,Mekoryuk,Residential rate as reported to PCE
SR-115,331470,169,Alaska Village Electric Cooperative,Mountain Village,Mountain Village_grid,Lower Yukon-Kuskokwim,439.24370488333324,895.2890000000001,187,0.49061666666666648,180.18927378333331,367.27100000000002,24,0.49061666666666659,638.04255944999977,1300.491,42,0.49061666666666648,1257.4755381166663,2563.0509999999995,250,0.49061666666666659,PCE,12,Mountain Village,Residential rate as reported to PCE
SR-123,331490,169,Alaska Village Electric Cooperative,Nightmute,Toksook Bay_grid,Lower Yukon-Kuskokwim,139.73713930000002,274.36200000000008,265,0.50931666666666664,22.304504783333336,43.793000000000006,15,0.50931666666666664,202.34489055,397.28700000000003,16,0.50931666666666664,364.38653463333333,715.44200000000001,294,0.50931666666666664,PCE,12,Nightmute,Residential rate as reported to PCE
SR-133,331530,169,Alaska Village Electric Cooperative,Nunapitchuk,Kasigluk_grid,Lower Yukon-Kuskokwim,312.35627097500003,640.47900000000016,132,0.48769166666666658,54.830198699999997,112.428,14,0.48769166666666663,225.0009396416666,461.35899999999992,28,0.48769166666666663,592.18740931666662,1214.2659999999998,170,0.48769166666666669,PCE,6,Nunapitchuk,Residential rate as reported to PCE
SR-140,331550,169,Alaska Village Electric Cooperative,Pilot Station,Pilot Station_grid,Lower Yukon-Kuskokwim,336.91118669999986,667.2829999999999,142,0.5048999999999999,120.5342721,238.72900000000004,15,0.5048999999999999,500.14535669999992,990.58300000000008,27,0.5048999999999999,957.59081549999974,1896.5949999999998,179,0.5048999999999999,PCE,3,Pilot Station,Residential rate as reported to PCE
SR-141,331560,169,Alaska Village Electric Cooperative,Pitkas Point,Saint Mary's_grid,Lower Yukon-Kuskokwim,68.948406508333335,137.74299999999999,32,0.50055833333333333,0,0,4,0,86.472453200000004,172.75200000000001,6,0.50055833333333333,155.42085970833335,310.495,42,0.50055833333333344,PCE,3,Pitkas Point,Residential rate as reported to PCE
SR-147,331570,169,Alaska Village Electric Cooperative,Quinhagak,Quinhagak_grid,Lower Yukon-Kuskokwim,505.76654974999997,1040.2259999999999,190,0.48620833333333335,143.93128050000001,296.02800000000002,16,0.48620833333333335,383.9616380833333,789.7059999999999,23,0.48620833333333335,1033.6594683333333,2125.9599999999996,228,0.48620833333333341,PCE,3,Quinhagak,Residential rate as reported to PCE
