"Early Release, Subject to Revision",...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27
SR-138,332470,659,Native Village of Perryville,Perryville,Perryville_grid,Bristol Bay,88.387999999999991,93.039999999999992,48,0.95,113.0329,118.982,11,0.95,52.152150000000006,54.897000000000006,12,0.95000000000000007,253.57304999999997,275.61899999999997,71,0.92001295266291505,PCE,1,Perryville,Residential rate as reported to PCE
SR-39,331870,658,Chignik Lagoon Power Utility,Chignik Lagoon,Chignik Lagoon_grid,Bristol Bay,158.97848400000001,271.584,52,0.58537499999999998,76.464024000000009,130.62400000000002,9,0.58537499999999998,36.320177249999993,62.045999999999992,12,0.58537499999999998,271.76268525,640.11099999999999,74,0.42455556184786702,PCE,12,Chignik Lagoon,Residential rate as reported to PCE
SR-80,332040,681,Igiugig Electric Company,Igiugig,Igiugig_grid,Bristol Bay,75.933778666666669,93.783999999999992,28,0.80966666666666676,70.32521766666666,86.856999999999985,9,0.80966666666666676,73.67318933333334,90.99199999999999,26,0.80966666666666687,219.93218566666667,271.63299999999998,62,0.80966666666666676,PCE,12,Igiugig,Residential rate as reported to PCE
SR-58,331940,320,Egegik Light & Power Co,Egegik,Egegik_grid,Bristol Bay,82.250250000000008,116.11799999999998,71,0.70833333333333348,178.04879166666672,251.363,19,0.70833333333333348,78.91895833333335,111.41499999999999,34,0.70833333333333348,339.21800000000007,478.8959999999999,119,0.70833333333333359,PCE,12,Egegik,Residential rate as reported to PCE
SR-121,331480,169,Alaska Village Electric Cooperative,New Stuyahok,New_Stuyahok_grid,Bristol Bay,317.96012159999998,527.47200000000009,145,0.60279999999999989,64.022182399999991,106.208,19,0.60279999999999989,399.67689519999993,663.03399999999999,28,0.60279999999999989,781.65919919999988,1296.7139999999999,183,0.60279999999999989,PCE,12,New Stuyahok,Residential rate as reported to PCE
SR-177,331690,169,Alaska Village Electric Cooperative,Togiak,Togiak_grid,Bristol Bay,596.68415470833349,1119.605,230,0.53294166666666676,367.94026195833339,690.39499999999998,46,0.53294166666666676,564.12141887500013,1058.5050000000001,38,0.53294166666666676,1528.745835541667,2868.5050000000001,314,0.53294166666666676,PCE,12,Togiak,Residential rate as reported to PCE
SR-38,331860,297,"Chignik, City of",Chignik,Chignik_grid,Bristol Bay,74.994536916666675,178.523,61,0.42008333333333336,121.35661391666665,288.88699999999994,61,0.42008333333333336,41.103473833333339,97.846000000000004,20,0.42008333333333336,237.45462466666666,565.26600000000008,141,0.4200759017288615,PCE,12,Chignik,Residential rate as reported to PCE
SR-146,332500,399,Port Heiden Utilities,Port Heiden,Port Heiden_grid,Bristol Bay,133.94225000000006,206.06500000000003,51,0.65000000000000024,63.447800000000008,97.611999999999995,21,0.65000000000000013,136.31670000000003,209.71799999999999,12,0.65000000000000013,333.70675000000006,513.39499999999998,84,0.65000000000000013,PCE,12,Port Heiden,Residential rate as reported to PCE
SR-105,332180,330,Levelock Electrical Coop,Levelock,Levelock_grid,Bristol Bay,115.22939999999998,135.56400000000002,36,0.84999999999999976,106.65799999999997,125.48,13,0.84999999999999976,57.601949999999981,67.766999999999996,28,0.84999999999999976,279.48934999999994,343.49800000000005,73,0.81365641139104128,PCE,12,Levelock,Residential rate as reported to PCE
SR-40,331880,437,Chignik Lake Electric Utility,Chignik Lake,Chignik Lake_grid,Bristol Bay,122.08549999999994,143.62999999999997,49,0.84999999999999976,53.910399999999989,63.424000000000007,4,0.84999999999999976,92.866749999999982,109.25500000000001,18,0.84999999999999976,268.86264999999992,317.60599999999999,72,0.84652887539907906,PCE,12,Chignik Lake,Residential rate as reported to PCE
SR-46,331910,360,"Clark's Point, City of",Clark's Point,Clark's Point_grid,Bristol Bay,86.683912250000006,97.77300000000001,20,0.88658333333333328,53.79787666666666,60.679999999999993,8,0.88658333333333328,34.731902083333331,39.174999999999997,12,0.88658333333333339,175.21369099999998,197.66900000000001,42,0.88639944047878005,PCE,11,Clark's Point,Residential rate as reported to PCE
SR-139,332480,425,Pilot Point Electric Utility,Pilot Point,Pilot Point_grid,Bristol Bay,84.138599999999983,140.23099999999999,49,0.59999999999999987,86.030999999999977,143.38499999999999,15,0.59999999999999987,51.896999999999984,86.49499999999999,20,0.59999999999999987,222.06659999999994,370.11099999999999,84,0.59999999999999987,PCE,12,Pilot Point,Residential rate as reported to PCE
SR-81,332050,280,"I-N-N Electric Coop, Inc","Iliamna, Newhalen, Nondalton",Newhalen_grid,Bristol Bay,441.39305700000006,778.471,191,0.56700000000000006,793.69680600000015,1399.8180000000002,92,0.56700000000000006,313.50960900000007,552.92700000000002,32,0.56700000000000006,1548.5994720000001,2731.2159999999999,313,0.56700000000000006,PCE,12,"Iliamna, Newhalen, Nondalton",Residential rate as reported to PCE
SR-136,332450,662,Pedro Bay Village Council,Pedro Bay,Pedro Bay_grid,Bristol Bay,46.526220000000016,52.57200000000001,24,0.88500000000000012,67.438770000000005,76.201999999999998,11,0.88500000000000012,30.890925000000006,34.905000000000001,8,0.88500000000000012,144.85591500000004,163.679,43,0.88500000000000023,PCE,12,Pedro Bay,Residential rate as reported to PCE
SR-95,332100,660,Kokhanok Village Council,Kokhanok,Kokhanok_grid,Bristol Bay,144.26370000000006,160.29300000000001,57,0.90000000000000036,49.610700000000001,55.12299999999999,7,0.90000000000000013,135.64260000000004,150.714,22,0.90000000000000036,329.51700000000011,366.75299999999999,85,0.89847117814987232,PCE,12,Kokhanok,Residential rate as reported to PCE
SR-96,332110,661,New Koliganek Village Council,Koliganek,Koliganek_grid,Bristol Bay,154.26350000000002,308.52700000000004,70,0.5,34.794499999999999,69.588999999999999,8,0.5,57.105500000000006,114.21100000000001,20,0.5,246.16350000000003,492.327,97,0.50000000000000011,PCE,12,Koliganek,Residential rate as reported to PCE
SR-116,332280,22,Naknek Electric Association,"Naknek, South Naknek, King Salmon",Naknek_grid,Bristol Bay,1420.0261770833338,2900.4790000000003,698,0.48958333333333343,6087.746479166668,12434.546,253,0.48958333333333343,2243.6003229166672,4582.6730000000007,74,0.48958333333333337,9751.3729791666683,19917.697999999997,1025,0.48958333333333348,PCE,12,"Naknek, South Naknek, King Salmon",Residential rate as reported to PCE
SR-53,332430,45,Nushagak Electric Cooperative,"Dillingham, Aleknagik",Dillingham_grid,Bristol Bay,2250.5842592000004,5258.7840000000006,997,0.42796666666666666,4474.6666825666662,10455.642999999998,420,0.42796666666666672,706.35641553333323,1650.4939999999999,112,0.42796666666666661,7431.6073572999994,17367.366999999998,1527,0.42790639233339173,PCE,12,"Dillingham, Aleknagik",Residential rate as reported to PCE
SR-192,0,10,"Copper Valley Elec Assn, Inc","Copper Valley Elec Assn, Inc",CopperValley_grid,Copper River/Chugach,3811,16225,2961,0.23488443759630201,13348,64305,803,0.20757328357048441,0,0,0,NA,17159,80530,3764,0.21307587234570968,EIA861,12,"In addition to Valdez, the CVEA service area includes 14 other communities.",Residential rate as reported to PCE
SR-172,332610,586,Tatitlek Village Ira Council,Tatitlek,Tatitlek_grid,Copper River/Chugach,110.81584000000001,120.452,40,0.92,56.499960000000009,61.413000000000004,13,0.92,100.9746,109.755,10,0.92,268.29039999999998,299.73599999999999,65,0.89508901166359722,PCE,12,Tatitlek,Residential rate as reported to PCE
SR-43,331890,368,Chitina Electric Inc,Chitina,Chitina_grid,Copper River/Chugach,70.81756681666667,124.529,46,0.56868333333333332,119.12380388333332,209.47299999999998,30,0.56868333333333332,23.757314933333333,41.776000000000003,4,0.56868333333333332,213.69868563333333,382.67800000000005,81,0.55842950374292044,PCE,6,Chitina,Residential rate as reported to PCE
SR-49,331920,160,Cordova Electric Cooperative,"Cordova, Eyak",Cordova_grid,Copper River/Chugach,1646.3491445666668,4714.1810000000005,962,0.34923333333333334,5067.1734605666679,14509.421000000002,866,0.3492333333333334,1473.9476649333335,4220.5240000000003,120,0.34923333333333334,8187.4702700666685,23444.126,1705,0.3492333333333334,PCE,12,"Cordova, Eyak",Residential rate as reported to PCE
SR-113,331160,2,Alaska Power & Telephone Company,Mentasta Lake,Slana_grid,Copper River/Chugach,76.022341199999985,137.27399999999997,50,0.55379999999999996,61.668398999999987,111.35499999999999,15,0.55379999999999996,51.978006599999993,93.856999999999999,10,0.55379999999999996,189.66874679999995,342.48600000000005,75,0.55379999999999974,PCE,6,Mentasta Lake,Residential rate as reported to PCE
SR-165,331195,2,Alaska Power & Telephone Company,Slana,Slana_grid,Copper River/Chugach,170.11683779999998,307.18099999999998,83,0.55379999999999996,37.789650600000002,68.237000000000009,12,0.55379999999999996,55.458085799999999,100.14100000000001,2,0.55379999999999996,263.36457419999999,475.55899999999997,97,0.55380000000000007,PCE,12,Slana,Residential rate as reported to PCE
SR-42,331070,2,Alaska Power & Telephone Company,Chistochina,Slana_grid,Copper River/Chugach,87.968914799999979,158.84599999999998,48,0.55379999999999996,86.291454599999994,155.81700000000001,19,0.55379999999999996,9.825519599999998,17.741999999999997,2,0.55379999999999996,184.08588899999995,332.40500000000003,69,0.55379999999999985,PCE,12,Chistochina,Residential rate as reported to PCE
SR-36,331850,686,Chenega Ira Council,Chenega Bay,Chenega_grid,Copper River/Chugach,60.116664999999998,90.400999999999996,25,0.66500000000000004,59.988985000000007,90.209000000000003,11,0.66500000000000004,32.295724999999997,48.564999999999998,18,0.66499999999999992,152.401375,229.17500000000001,54,0.66499999999999992,PCE,6,Chenega Bay,Residential rate as reported to PCE
SR-135,332440,357,"Ouzinkie, City of",Ouzinkie,Ouzinkie_grid,Kodiak,104.37553017500002,274.79900000000004,82,0.37982500000000002,75.209907900000005,198.012,17,0.37982500000000002,75.799016475000002,199.56299999999999,28,0.37982500000000002,255.38445455000002,672.37400000000002,123,0.37982500000000002,PCE,6,Ouzinkie,Residential rate as reported to PCE
SR-134,331540,169,Alaska Village Electric Cooperative,Old Harbor,Old Harbor_grid,Kodiak,200.19023962500003,414.15100000000001,208,0.48337500000000005,3.2927505000000004,6.8120000000000003,22,0.48337500000000005,181.64942475000004,375.79400000000004,26,0.48337500000000005,385.13241487500011,796.75699999999983,254,0.48337500000000022,PCE,12,Old Harbor,Residential rate as reported to PCE
SR-104,332170,353,Larsen Bay Utility Company,Larsen Bay,Larsen Bay_grid,Kodiak,50.697320000000012,123.65200000000002,48,0.41000000000000003,190.39252000000002,464.37200000000001,27,0.41000000000000003,67.749629999999996,165.24299999999999,24,0.41,308.83947000000001,753.26700000000005,99,0.41,PCE,12,Larsen Bay,Residential rate as reported to PCE
SR-7,0,16,Kodiak Electric Assn Inc,Kodiak Electric Assn Inc,Kodiak_grid,Kodiak,6008,34526,4763,0.17401378671146384,3689,21883,1045,0.16857834848969519,13658,86332,106,0.15820321549367558,23355,142741,5914,0.16361802145144003,EIA861,12,"The KEA service area includes the communities of Port Lions, Chiniak, Womens Bay and Woody Island.",Residential rate as reported to PCE
SR-86,331740,683,Alutiiq Power Company,Karluk,Karluk_grid,Kodiak,42.071400000000004,60.102000000000004,15,0.70000000000000007,76.7851,109.69299999999998,10,0.70000000000000007,15.441300000000002,22.059000000000001,8,0.70000000000000007,134.2978,191.85399999999998,34,0.70000000000000007,PCE,12,Karluk,Residential rate as reported to PCE
SR-12,331010,449,"Akhiok, City of",Akhiok,Akhiok_grid,Kodiak,87.378399999999985,109.223,28,0.79999999999999982,69.364800000000002,86.706000000000003,7,0.8,21.972799999999999,27.466000000000001,16,0.79999999999999993,178.71600000000001,223.39499999999998,50,0.80000000000000016,PCE,12,Akhiok,Residential rate as reported to PCE
SR-106,332190,570,Lime Village Electric Utility,Lime Village,Lime Village_grid,Lower Yukon-Kuskokwim,35.179446233333323,20.374000000000002,17,1.7266833333333327,29.724853583333321,17.215,1,1.7266833333333327,17.563822866666666,10.172000000000002,10,1.7266833333333329,82.468122683333306,47.761000000000003,28,1.7266833333333327,PCE,12,Lime Village,Residential rate as reported to PCE
SR-118,332300,625,Napaskiak Electric Utility,Napaskiak,Napaskiak_grid,Lower Yukon-Kuskokwim,214.08240000000001,305.83199999999999,117,0.70000000000000007,192.74290000000005,275.34700000000004,19,0.70000000000000007,61.918499999999995,88.454999999999984,16,0.70000000000000007,468.74380000000008,700.18099999999993,156,0.66946089653960927,PCE,12,Napaskiak,Residential rate as reported to PCE
SR-181,332720,344,Tuntutuliak Community,Tuntutuliak,Tuntutuliak_grid,Lower Yukon-Kuskokwim,368.47200000000009,566.88,108,0.65000000000000013,236.57465000000005,363.96100000000001,22,0.65000000000000013,44.352100000000014,68.234000000000009,16,0.65000000000000013,649.39875000000018,1015.828,148,0.63928022263611572,PCE,12,Tuntutuliak,Residential rate as reported to PCE
SR-90,332080,446,Kipnuk Light Plant,Kipnuk,Kipnuk_grid,Lower Yukon-Kuskokwim,233.30863529999996,792.35399999999993,176,0.29444999999999999,173.70106065000002,589.91700000000003,31,0.29444999999999999,72.674087850000006,246.81300000000002,16,0.29444999999999999,479.68378380000001,1728.0579999999998,278,0.27758546518693245,PCE,12,Kipnuk,Residential rate as reported to PCE
SR-107,331430,169,Alaska Village Electric Cooperative,Lower Kalskag,Upper Kalskag_grid,Lower Yukon-Kuskokwim,159.8626181833333,283.02199999999999,85,0.56484166666666658,41.150409941666666,72.853000000000009,13,0.56484166666666658,118.791286075,210.30900000000003,14,0.56484166666666658,319.80431419999996,566.18399999999997,111,0.56484166666666669,PCE,12,Lower Kalskag,Residential rate as reported to PCE
SR-110,331440,169,Alaska Village Electric Cooperative,Marshall,Marshall_grid,Lower Yukon-Kuskokwim,290.87677663333329,580.63099999999986,161,0.50096666666666667,54.112415466666661,108.01599999999999,18,0.50096666666666667,371.90563013333332,742.37599999999998,38,0.50096666666666667,716.89482223333334,1431.0229999999999,213,0.50096666666666667,PCE,12,Marshall,Residential rate as reported to PCE
SR-112,331450,169,Alaska Village Electric Cooperative,Mekoryuk,Mekoryuk_grid,Lower Yukon-Kuskokwim,177.50068926666668,315.48200000000003,90,0.56263333333333332,67.630777199999997,120.20400000000001,16,0.56263333333333332,222.48378689999998,395.43299999999999,28,0.56263333333333332,467.61525336666671,831.11900000000003,132,0.56263333333333332,PCE,12,Mekoryuk,Residential rate as reported to PCE
SR-115,331470,169,Alaska Village Electric Cooperative,Mountain Village,Mountain Village_grid,Lower Yukon-Kuskokwim,511.16006589999995,939.24400000000003,188,0.54422499999999996,231.73263767499998,425.803,26,0.54422499999999996,677.61400327499996,1245.0989999999999,36,0.54422499999999996,1420.5067068499998,2610.1460000000002,249,0.54422499999999985,PCE,12,Mountain Village,Residential rate as reported to PCE
SR-123,331490,169,Alaska Village Electric Cooperative,Nightmute,Toksook Bay_grid,Lower Yukon-Kuskokwim,149.08744439999995,283.17600000000004,262,0.52648333333333308,27.016492249999992,51.315000000000012,13,0.52648333333333308,139.48017653333326,264.928,16,0.52648333333333308,315.58411318333322,599.41899999999998,290,0.52648333333333319,PCE,12,Nightmute,Residential rate as reported to PCE
SR-133,331530,169,Alaska Village Electric Cooperative,Nunapitchuk,Kasigluk_grid,Lower Yukon-Kuskokwim,316.95441503333336,610.27099999999996,130,0.51936666666666675,61.386023800000011,118.194,14,0.51936666666666675,251.53914463333339,484.31900000000002,26,0.51936666666666675,629.87958346666676,1212.7840000000001,168,0.51936666666666664,PCE,12,Nunapitchuk,Residential rate as reported to PCE
SR-140,331550,169,Alaska Village Electric Cooperative,Pilot Station,Pilot Station_grid,Lower Yukon-Kuskokwim,321.93809559999994,656.43599999999992,140,0.49043333333333328,113.29990866666664,231.01999999999995,13,0.49043333333333333,477.35543806666658,973.33399999999983,24,0.49043333333333333,912.59344233333309,1860.79,175,0.49043333333333322,PCE,12,Pilot Station,Residential rate as reported to PCE
SR-141,331560,169,Alaska Village Electric Cooperative,Pitkas Point,Saint Mary's_grid,Lower Yukon-Kuskokwim,73.437971833333336,141.98000000000002,141,0.5172416666666666,3.8746573249999994,7.4909999999999997,3,0.5172416666666666,66.730381899999998,129.012,10,0.5172416666666666,144.04301105833332,278.48300000000006,154,0.51724166666666649,PCE,12,Pitkas Point,Residential rate as reported to PCE
SR-147,331570,169,Alaska Village Electric Cooperative,Quinhagak,Quinhagak_grid,Lower Yukon-Kuskokwim,476.88810798333338,986.08699999999999,188,0.48361666666666675,148.09793183333338,306.23,20,0.48361666666666681,362.94850493333342,750.48800000000006,34,0.48361666666666675,987.93454475000021,2042.8050000000001,240,0.48361666666666675,PCE,12,Quinhagak,Residential rate as reported to PCE
