"UtilityName","CommunityName","Residential kWh Use per Customer","Residential Revenue ($) per Customer","Residential $/kWh","Commercial kWh Use per Customer","Commercial Revenue ($) per Customer","Commercial $/kWh","Other kWh Use per Customer","Other Revenue ($) per Customer","Other $/kWh","Source","Notes","AEA Energy Region","Census Region","Native Corporation Region","AKEPS Region"
"Alaska Power & Telephone Company","Klawock","6242.464673913043","1499.6480760214945","0.24023333000000002","43751.356149261715","10510.53397975312","0.24023332999999999","9212.8632964648132","2213.2368285445195","0.10854388780345008","PCE","Part of the Alaska Power Company's grid on Prince of Wales Island. Receives power from Craig. Refer to Craig for fuel use and cost.","Southeast","Prince of Wales-Hyder (CA)","Sealaska","SE"
"Alaska Power & Telephone Company","Mentasta Lake","3098.7089947089944","2082.5390353731214","0.67206666999999998","10357.030926342783","6960.6152857542083","0.67206666999999998","9269.1559603388741","6229.4907799756011","0.10788468812897616","PCE","0","Copper River/Chugach","Valdez-Cordova (CA)","Ahtna","YU"
"Alaska Power & Telephone Company","Naukati Bay","4910.0580912863079","2714.3619635314521","0.55281667000000001","7820.4543677169468","4323.2775414482385","0.55281667000000001","9801.8179590495911","5418.6083640679917","0.10202189065108515","PCE","0","Southeast","Prince of Wales-Hyder (CA)","Sealaska","SE"
"Alaska Power & Telephone Company","Northway, Northway Village","4093.1097530786583","2721.9862179368915","0.66501666999999998","23846.155880690807","15858.091176077916","0.66501666999999998","16702.335239259923","11107.33136203629","5.9871867357172606E-2","PCE","Provides power to Northway Village via intertie. Data includes Northway Village's information.","Yukon-Koyukuk/Upper Tanana","Southeast Fairbanks (CA)","Doyon","YU"
"Alaska Power & Telephone Company","Slana, Chistochina","3582.2128239761896","2405.8439724152327","0.67160832999999998","7780.272727272727","5225.2959733081816","0.67160832999999998","14420.90909090909","9685.202671627274","6.9343755909979196E-2","PCE","Provides power to Chistochina via intertie. Includes Chistochina's fuel use and fuel cost.","Copper River/Chugach","Valdez-Cordova (CA)","Ahtna","YU"
"Alaska Power & Telephone Company","Tetlin","3722.2130409798647","1825.4973366571817","0.49043333","3610.1052631578946","1770.5159458610524","0.49043333","32074.94736842105","15730.623247469473","3.1176980230512748E-2","PCE","Receives power from Tok via intertie. For fuel use and cost information please refer to Tok.","Yukon-Koyukuk/Upper Tanana","Southeast Fairbanks (CA)","Dyon","YU"
"Alaska Power & Telephone Company","Thorne Bay, Kasaan","4685.531167690956","1125.4645864793677","0.24019999999999997","9352.6799773560197","2246.513730560916","0.2402","8362.8822880974458","2008.7643256010065","0.11957599850750739","PCE","Part of the Alaska Power Company's grid on Prince of Wales Island. Receives power from Craig. Refer to Craig for fuel use and cost. Includes data for Kaasan.","Southeast","Prince of Wales-Hyder (CA)","Sealaska","SE"
"Alaska Power & Telephone Company","Tok, Tanacross","5390.923898531375","2643.7539862358612","0.49040833","16588.354136429607","8135.0670494950364","0.49040833","9434.5718432510894","4626.792621913788","0.10599315121176785","PCE","Provides power to Tanacross, Tetlin and Dot Lake via intertie. Includes Tanacross' information. Fuel use and cost also includes Tetlin's and Dot Lake's information.","Yukon-Koyukuk/Upper Tanana","Southeast Fairbanks (CA)","Doyon","YU"
"Alaska Power & Telephone Company","Whale Pass","2681.8151260504201","1607.8152134453783","0.59952499999999997","6607.0588235294108","3961.09694117647","0.59952499999999997","1583.4973294117649","949.34623641558835","0.63151353742508587","PCE","0","Southeast","Prince of Wales-Hyder (CA)","Sealaska","SE"
"Alaska Village Electric Cooperative","Alakanuk","5341.8413793103446","3167.4448458620691","0.59294999999999998","12896.247887323943","7646.8301847887324","0.59294999999999998","52211.154929577468","30958.604315492958","1.9152995204737424E-2","PCE","0","Lower Yukon-Kuskokwim","Wade Hampton (CA)","Calista","YU"
"Alaska Village Electric Cooperative","Ambler","4774.2920751638076","3015.8407164320843","0.63168332999999999","10573.6","6679.1668580880005","0.63168332999999999","62646.844444444447","39572.967312658671","1.596249593843159E-2","PCE","0","Northwest Arctic","Northwest Arctic","NANA","AN"
"Alaska Village Electric Cooperative","Anvik","2822.7528747587558","1668.152866629109","0.59096667000000003","6579.5294117647054","3888.2825866376475","0.59096667000000014","20317.058823529413","12006.704597135293","4.9219722632386581E-2","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Alaska Village Electric Cooperative","Brevig Mission","4874.7851651755145","2611.7474149114855","0.53576667","18416.899290267404","9867.1608044719287","0.53576667","68078.563327608164","36474.225172416744","1.468891162094289E-2","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Alaska Village Electric Cooperative","Chevak","5597.3886597096634","2711.4216930108964","0.48440833","22309.411764705881","10806.864896223529","0.48440833","54629.470588235294","26462.970616431179","1.830513803689239E-2","PCE","0","Lower Yukon-Kuskokwim","Wade Hampton (CA)","Calista","YU"
"Alaska Village Electric Cooperative","Eek","3564.0818838167206","2151.190723024677","0.60357499999999997","11504.108419029955","6943.5922390160058","0.60357499999999997","22999.703324316306","13882.045933974216","4.3478821700398004E-2","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Alaska Village Electric Cooperative","Ekwok","2384.9079970704274","1766.5013534300656","0.74070000000000003","4951.5613666235822","3667.6215042580875","0.74070000000000003","1428.9103105553645","1058.3938670283585","0.69983398720899215","PCE","0","Bristol Bay","Dillingham (CA)","Bristol Bay","SW"
"Alaska Village Electric Cooperative","Elim","4483.4305912090149","2633.7913008057362","0.58745000000000003","18585.920000000002","10918.298704000001","0.58745000000000003","33319.040000000001","19573.270048000002","3.001286951844951E-2","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Alaska Village Electric Cooperative","Emmonak","5461.705543116811","3009.2632116187856","0.55097499999999999","25025.923036924636","13788.65794526955","0.55097499999999999","34984.585924675004","19275.632229847808","2.8584017034047254E-2","PCE","0","Lower Yukon-Kuskokwim","Wade Hampton (CA)","Calista","YU"
"Alaska Village Electric Cooperative","Gambell","4629.5975162453724","2416.5727280894885","0.52198332999999997","24360.21891804344","12715.628190369313","0.52198332999999997","53160.218215604429","27748.747727707861","1.8811058975421287E-2","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Alaska Village Electric Cooperative","Goodnews Bay","4606.8760172528282","2717.1354749757179","0.58979999999999999","16200.486885615746","9555.0471651361659","0.58979999999999999","30869.874000222269","18207.051685331095","3.239404216527738E-2","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Alaska Village Electric Cooperative","Grayling","2579.7429413793616","1432.1012895919196","0.55513332999999998","9720.2727272727261","5396.0473675990906","0.55513332999999998","20897.454545454548","11600.873530341818","4.7852718034384352E-2","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Alaska Village Electric Cooperative","Holy Cross","3982.7738555253013","2123.8805512990384","0.53326667000000005","6705.2094582606851","3575.6647194591801","0.53326667000000005","33022.605419130356","17609.854826583603","3.0282286552129195E-2","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Alaska Village Electric Cooperative","Hooper Bay","4834.5675966516728","2501.1635461277428","0.51734999999999998","30621.226666666669","15841.891615999999","0.51734999999999998","65297.653333333328","33781.740951999993","1.5314486033597125E-2","PCE","0","Lower Yukon-Kuskokwim","Wade Hampton (CA)","Calista","YU"
"Alaska Village Electric Cooperative","Huslia","5972.6869806094182","3248.9426477944598","0.54396666999999999","6239.7777777777783","3394.2311393177779","0.54396666999999999","44098","23987.842213659998","2.2676765386185314E-2","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Alaska Village Electric Cooperative","Kalskag, Lower Kalskag","4615.0956039164148","2676.5246954913246","0.57994999999999997","14253.260922229741","8266.1786718471376","0.57994999999999997","36522.685082065138","21181.331213343674","2.7380243203724931E-2","PCE","Provides power to Lower Kalskag via intertie. Fuel use and cost data includes information for Lower Kalskag.","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Alaska Village Electric Cooperative","Kaltag","3886.9639344262291","2020.8973451969832","0.51991666999999997","4259.8635395485562","2214.7740661364983","0.51991666999999997","22270.772221118812","11578.945731532596","4.4901900574948417E-2","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Alaska Village Electric Cooperative","Kasigluk, Nunapitchuk","4889.7394789579157","2597.4703427523041","0.53120833000000001","19755.06677550896","10494.056030856602","0.53120833000000001","30241.851286056437","16064.723317774391","3.3066758729187601E-2","PCE","Provides power to Nunapitchuk via intertie.  Fuel use and cost includes Nunapitchuk's information.","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Alaska Village Electric Cooperative","Kiana","4847.9676767676774","3159.056937373738","0.65162500000000001","15662.013002362066","10205.759222664181","0.65162500000000001","51776.213375135216","33738.675040572482","1.9313888266696531E-2","PCE","0","Northwest Arctic","Northwest Arctic","NANA","AN"
"Alaska Village Electric Cooperative","Kivalina","5759.4437869822486","3679.5166732415382","0.63886666999999997","17426.950248296711","11133.497673384994","0.63886666999999997","48348.29349677726","30888.113266468743","2.0683253278973676E-2","PCE","0","Northwest Arctic","Northwest Arctic","NANA","AN"
"Alaska Village Electric Cooperative","Kotlik","5658.5239073791417","3314.480378747332","0.58574999999999999","21838.896241445305","12792.133473426587","0.58574999999999999","58400.688549710147","34208.203317992717","1.7123085786031597E-2","PCE","0","Lower Yukon-Kuskokwim","Wade Hampton (CA)","Calista","YU"
"Alaska Village Electric Cooperative","Koyuk","5526.2479338842977","3043.4889270337194","0.55073333000000002","12460.292673783011","6862.2984770071216","0.55073333000000002","27578.430083502411","15188.36063605946","3.6260222100104468E-2","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Alaska Village Electric Cooperative","Lower Kalskag","3681.1913523885692","2134.9069248177507","0.57994999999999997","13269.151555555556","7695.4444446444431","0.57994999999999985","37053.798000000003","21489.350150100003","2.6987786785041573E-2","PCE","Receives power from (Upper) Kalskag via intertie. For fuel use and cost, please refer to (Upper) Kalskag.","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Alaska Village Electric Cooperative","Marshall","5088.5004418181552","2564.7314351873952","0.50402499999999995","14876.406829307622","7498.0809521417723","0.50402499999999995","58789.435717618304","29631.345337572562","1.7009858791692995E-2","PCE","0","Lower Yukon-Kuskokwim","Wade Hampton (CA)","Calista","YU"
"Alaska Village Electric Cooperative","Mekoryuk","3190.8529411764707","1745.1838246579409","0.54693333","9096.6406318032696","4975.255952565466","0.54693333","20480.763913446135","11201.612408124929","4.882630375634938E-2","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Alaska Village Electric Cooperative","Minto","3550.2674418604652","2092.4388735465113","0.58937499999999998","4091.0204081632651","2411.1451530612244","0.58937499999999998","21539.836734693879","12695.041275510204","4.6425607227993312E-2","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Alaska Village Electric Cooperative","Mountain Village","5731.6272005234823","3117.957452630194","0.54399167000000004","31419.401741591482","17091.892823809259","0.54399167000000004","74764.301064477026","40671.156992447635","1.3375367464983001E-2","PCE","0","Lower Yukon-Kuskokwim","Wade Hampton (CA)","Calista","YU"
"Alaska Village Electric Cooperative","New Stuyahok","5689.6347031963469","3532.4571001365298","0.62085833000000001","10726.634473613545","6659.7203658081353","0.62085833000000001","18196.993576119916","11297.755042690538","5.4954132715214529E-2","PCE","0","Bristol Bay","Dillingham (CA)","Bristol Bay","SW"
"Alaska Village Electric Cooperative","Nightmute","3665.1138334576435","1898.3090589010519","0.51793999999999996","9218.8968060385323","4774.8354117195977","0.51793999999999996","16502.317696615661","8547.210427785114","6.0597548682818213E-2","PCE","Receives power from Toksook Bay via intertie. For fuel use and cost, please refer to Toksook Bay.","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Alaska Village Electric Cooperative","Noatak","6571.795501022495","4863.0191189256448","0.73998333000000005","21862.130430749818","16177.612077040589","0.73998333000000005","70837.96489055852","52418.913150138593","1.4116724012963317E-2","PCE","0","Northwest Arctic","Northwest Arctic","NANA","AN"
"Alaska Village Electric Cooperative","Noorvik","6648.7153093573706","4082.9206876778344","0.61409166999999998","20016.305763264605","12291.846633393783","0.61409166999999998","82121.189224447095","50429.93823322672","1.2177125166403516E-2","PCE","0","Northwest Arctic","Northwest Arctic","NANA","AN"
"Alaska Village Electric Cooperative","Nulato","4630.2780269058294","2465.6230493273538","0.53249999999999997","7454.885887218079","3969.726734943627","0.53249999999999997","83404.652065705013","44412.97722498791","1.1989738884255689E-2","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Alaska Village Electric Cooperative","Nunapitchuk","4619.1962491055219","2469.5608906592856","0.53463000000000005","9016.6666666666661","4820.5805","0.53463000000000005","16745.38095238095","8952.5830185714294","5.9717960603208275E-2","PCE","Receives power from Kasigluk. Please refer to Kasigluk for fuel use and cost.","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Alaska Village Electric Cooperative","Old Harbor","3681.8506939589611","2121.5744161265025","0.57622499999999999","6721.9622641509432","3873.3627056603773","0.57622499999999999","22126.867924528302","12750.054469811319","4.5193924572192609E-2","PCE","0","Kodiak","Kodiak Island","Koniag","SC"
"Alaska Village Electric Cooperative","Pilot Station","5417.651332475918","2902.1455065596374","0.53568333000000001","17885.509433962266","9580.9692523313224","0.53568333000000001","54768.226415094337","29338.425904231699","1.8258761794126607E-2","PCE","0","Lower Yukon-Kuskokwim","Wade Hampton (CA)","Calista","YU"
"Alaska Village Electric Cooperative","Pitkas Point","3139.9771428571426","1558.6532539428572","0.49639000000000005","9069.5732375185016","4502.0454593718086","0.49639000000000005","23682.742105230158","11755.876353615198","4.2224840162371123E-2","PCE","Receives power from Saint Mary's via intertie. For fuel use and cost, please refer to Saint Mary's.","Lower Yukon-Kuskokwim","Wade Hampton (CA)","Calista","YU"
"Alaska Village Electric Cooperative","Quinhagak","4888.0669710806696","2623.2626241068492","0.53666667000000001","23322.492753623188","12516.404522186087","0.53666667000000001","30678.840579710148","16464.311213373916","3.2595755938096403E-2","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Alaska Village Electric Cooperative","Russian Mission","4581.8902563641241","2503.5066689315217","0.54639167","6829.3584905660382","3731.5045906890568","0.54639167","46017.811320754714","25143.748777292076","2.1730716244407415E-2","PCE","0","Lower Yukon-Kuskokwim","Wade Hampton (CA)","Calista","YU"
"Alaska Village Electric Cooperative","Saint Mary's, Andreafsky, Pitkas Point","4439.5975960733549","2191.5703714536367","0.49364167000000003","23869.901507516035","11783.178042905734","0.49364167000000003","31020.525618711192","15313.024070698377","3.223672004438289E-2","PCE","Provides power to Andreafsky and Pitkas Point via intertie. Includes Andreafsky's information. Fuel use and cost also includes Pitkas Point.","Lower Yukon-Kuskokwim","Wade Hampton (CA)","Calista","YU"
"Alaska Village Electric Cooperative","Saint Michael","6094.5464358349891","3372.5188663583763","0.55336666999999995","30501.122452024039","16878.304562538775","0.55336666999999995","56164.108050298411","31079.345445313822","1.7804965390075072E-2","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Alaska Village Electric Cooperative","Savoonga","5580.9317961503866","2739.586384597183","0.49088333000000001","26764.981132075474","13138.483065500377","0.49088333000000001","65743.773584905663","32272.522504124532","1.5210565890449486E-2","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Alaska Village Electric Cooperative","Scammon Bay","5447.2927222179615","3085.6189625003644","0.56645000000000001","12190.89029747631","6905.5298090054557","0.56645000000000001","44758.521401181373","25353.464447699189","2.2342114276670579E-2","PCE","0","Lower Yukon-Kuskokwim","Wade Hampton (CA)","Calista","YU"
"Alaska Village Electric Cooperative","Selawik","6603.8358662613982","3793.6285233266258","0.57445833000000002","17029.013140924915","9782.4584504837803","0.57445833000000002","55141.968736242816","31676.763273134264","1.8135007199021825E-2","PCE","0","Northwest Arctic","Northwest Arctic","NANA","AN"
"Alaska Village Electric Cooperative","Shageluk","2265.1034482758619","1359.2319517241378","0.60007500000000003","12254.50522517571","7353.6222229973146","0.60007500000000003","18145.186414391508","10888.472737615984","5.5111034803526138E-2","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Alaska Village Electric Cooperative","Shaktoolik","5240.6701801315803","3014.3898328290852","0.57519167000000004","19135.739130434784","11006.717747119132","0.57519167000000004","23692.695652173912","13627.841178975654","4.2207101069491236E-2","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Alaska Village Electric Cooperative","Shishmaref","5259.1510791366909","3109.6045543165469","0.591275","20929.388888888887","12375.024415277776","0.591275","26262.666666666668","15528.458233333331","3.8076864497131539E-2","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Alaska Village Electric Cooperative","Shungnak, Kobuk","5711.028445095596","4153.3454366957722","0.72724999999999995","50985.316447404322","37079.071386374788","0.72724999999999984","27836.89346266133","20244.380770720451","3.5923548773189706E-2","PCE","Provides power to Kobuk via intertie. Fuel use and cost includes Kobuk's information.","Northwest Arctic","Northwest Arctic","NANA","AN"
"Alaska Village Electric Cooperative","Stebbins","3819.3154362416103","2132.228325167785","0.55827499999999997","17916","10002.054899999999","0.55827499999999997","33153.180327868853","18508.591747540984","3.0163018754475003E-2","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Alaska Village Electric Cooperative","Teller","3620.1340123894229","2256.2183675053843","0.62324166999999997","12354.114964436052","7699.5992418071146","0.62324166999999997","25931.618495073082","16161.665216672232","3.8562961281803393E-2","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Alaska Village Electric Cooperative","Togiak","5210.0949135773253","2961.1140440410431","0.56834167000000002","31435.345322684825","17866.016657721382","0.56834167000000002","34297.245064809234","19492.553536532938","2.9156860794806293E-2","PCE","0","Bristol Bay","Dillingham (CA)","Bristol Bay","SW"
"Alaska Village Electric Cooperative","Toksook Bay, Nightmute, Tununak","5291.3069679849341","2735.8702677966103","0.51705000000000001","15251.64533139989","7885.8632186003133","0.51705000000000001","43312.048362415349","22394.494605786855","2.3088263839023702E-2","PCE","Provides power to Nightmute and Tununak via intertie. Fuel use and cost includes Nightmute's and Tununak's information.","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Alaska Village Electric Cooperative","Tununak","4248.7877655492357","2200.6171352885708","0.51793999999999996","7250.1743020087424","3755.1552779824078","0.51793999999999996","23176.428908015332","12003.999588617458","4.3147285717264242E-2","PCE","Receives power from Toksook Bay via intertie. For fuel use and cost, please refer to Toksook Bay.","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Alaska Village Electric Cooperative","Wales","4635.7365307607661","2985.2598167113629","0.64396666999999996","10868.464673873739","6998.9290040471069","0.64396666999999996","21372.536477590591","13763.201144927541","4.6789018282809541E-2","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Alutiiq Power Company","Karluk","6519.6454045659384","3911.7872427395632","0.6","9912.2772280700683","5947.3663368420412","0.6","2103.9692955067476","1262.3815773040485","0.4752921072259027","PCE","0","Kodiak","Kodiak Island","Koniag","SC"
"Anchorage Municipal Light & Power","Anchorage","5919.0190107810058","770.82133157764804","0.13022788576513444","153594.50880812568","15534.565941913983","0.10114011277135025","0","0",NA,"EIA","0","Railbelt","Anchorage","Cook Inlet","SC"
"Aniak Light & Power","Aniak","5361.6111587393762","3853.5239800649583","0.71872499999999995","25231.206896551725","18134.299176724136","0.71872500000000006","15253.551724137931","10963.108962931035","6.5558501920411974E-2","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Atka, City of","Atka","5828.3571428571422","4089.5639479992856","0.70166667000000005","12317.704514173622","8642.922708504173","0.70166667000000005","9923.9996746229626","6963.3398047737774","0.10076582353757409","PCE","0","Aleutians","Aleutians West (CA)","Aleut","SW"
"Atmautluak Tribal Utilities","Atmautluak","4092.6338028169012","2859.1139746478871","0.6986","36904.666666666664","25781.60013333333","0.6986","9348.3333333333339","6530.7456666666676","0.10697093956141913","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Barrow Utilities & Electric Cooperative Inc.","Barrow","7728.7087912087909","895.60439560439568","0.11588020972185195","98474.619289340102","9941.6243654822338","0.10095621021160339","0","0",NA,"EIA","0","North Slope","North Slope","Arctic Slope","AN"
"Beaver Joint Utilities","Beaver","2699.6790123456794","1754.7913580246914","0.65","12059.229800338708","7838.4993702201618","0.65000000000000013","8554.2388460271122","5560.2552499176236","0.11690110809384693","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Bethel Utilities Corporation","Bethel, Oscarville","6021.0348784549733","3091.0989359473592","0.51338333000000003","24640.648464689108","12650.098162161485","0.51338333000000003","4015.594608793223","2061.5393321923125","0.24902912206581596","PCE","Provides power to Oscarville and sells power to Napakiak Ircinraq via intertie. Data includes Oscarville's information.","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Buckland, City of","Buckland","6225.8214285714284","2951.6619392857147","0.47410000000000002","44850.25","21263.503525","0.47409999999999997","4922.9375","2333.9646687500003","0.20313075272639558","PCE","0","Northwest Arctic","Northwest Arctic","NANA","AN"
"Chalkyitsik Village Council","Chalkyitsik","1504.7044025157231","1429.469182389937","0.95","7818.6666666666661","7427.7333333333327","0.95","17812.5","16921.875","5.6140350877192984E-2","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Chenega Ira Council","Chenega Bay","4350.2800000000007","1892.3718000000001","0.43499999999999994","11733.272727272726","5103.9736363636366","0.435","4845","2107.5750000000003","0.20639834881320948","PCE","0","Copper River/Chugach","Valdez-Cordova (CA)","Chugach","SC"
"Chignik Lagoon Power Utility","Chignik Lagoon","4413.5063603376593","3053.0430247635759","0.69174999999999998","19873.363184696293","13747.398983013658","0.69174999999999998","9552.1361465423615","6607.6901793706784","0.10468862510528344","PCE","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Chignik Lake Electric Utility","Chignik Lake","2292.2000000000003","1542.6506000000002","0.67300000000000004","17694.5","11908.398500000003","0.67300000000000004","32234","21693.482000000004","3.1023143264875597E-2","PCE","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Chignik, City of","Chignik","3241.8770225278877","1541.7286601531025","0.47556667000000002","17848.157056582095","8487.9886170357495","0.47556667000000002","3557.0603266761527","1691.6193345464901","0.28113102060724299","PCE","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
