"UtilityName","CommunityName","Residential Revenue ($000)","Residential Sales (MWh)","Residential Customers (Accounts)","Residential $/kWh","Commercial Revenue ($000)","Commercial Sales  (MWh)","Commercial Customers (Accounts)","Commercial $/kWh","Other Revenue ($000)","Other Sales (MWh)","Other Customers (Accounts)","Other $/kWh","Total Revenue ($000)","Total Sales (MWh)","Total Customers (Accounts)","Total $/kWh","Source","Notes","AEA Energy Region","Census Region","Native Corporation Region","AKEPS Region"
"Alaska Village Electric Cooperative","Shishmaref","432.23503305000003","731.02200000000005","139","0.591275","222.75043947499998","376.72899999999998","18","0.591275","279.51224819999999","472.72800000000001","22.5","0.591275","934.49772072499991","1580.479","179.5","0.591275","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Alaska Village Electric Cooperative","Shungnak, Kobuk","282.0813665","387.87400000000002","67.916663999999997","0.72724999999999995","525.28685699999994","722.29200000000003","14.166667","0.72724999999999995","286.79540099999997","394.35599999999999","14.5833335","0.72724999999999995","1094.1636245","1504.5220000000002","96.666664499999996","0.72724999999999995","PCE","Provides power to Kobuk via intertie. Fuel use and cost includes Kobuk's information.","Northwest Arctic","Northwest Arctic","NANA","AN"
"Alaska Village Electric Cooperative","Stebbins","317.70202044999996","569.07799999999997","149","0.55827499999999997","152.53133722499999","273.21899999999999","15.25","0.55827499999999997","282.25602414999997","505.58600000000001","19.750000499999999","0.55827499999999997","752.48938182500001","1347.883","184.0000005","0.55827499999999997","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Alaska Village Electric Cooperative","Teller","179.74539059467998","288.404","79.666663999999997","0.62324166999999997","100.73642084711","161.63300000000001","13.083333","0.62324166999999997","211.44844786423999","339.27199999999999","18.75","0.62324166999999997","491.93025930603","789.30899999999997","111.49999699999999","0.62324166999999997","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Alaska Village Electric Cooperative","Togiak","737.81092584394003","1298.182","249.16667000000001","0.56834167000000002","445.16156981088","783.26400000000001","24.916665999999999","0.56834167000000002","485.68944595690999","854.57299999999998","31.666665999999999","0.56834167000000002","1668.6619416117301","2936.0189999999998","305.75000200000005","0.56834167000000002","PCE","0","Bristol Bay","Dillingham (CA)","Bristol Bay","SW"
"Alaska Village Electric Cooperative","Toksook Bay, Nightmute, Tununak","363.18677805000004","702.42100000000005","132.75","0.51705000000000001","111.05923770000001","214.79400000000001","14.083333","0.51705000000000001","315.38912489999996","609.97799999999995","23.5","0.51705000000000001","789.63514065000004","1527.193","170.33333300000001","0.51705000000000001","PCE","Provides power to Nightmute and Tununak via intertie. Fuel use and cost includes Nightmute's and Tununak's information.","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Alaska Village Electric Cooperative","Tununak","234.73247975999999","453.20400000000001","106.66665999999999","0.51793999999999996","46.626512619999993","90.022999999999996","12.416667","0.51793999999999996","149.04966555999999","287.774","15.833333","0.51793999999999996","430.40865793999996","831.00099999999998","134.91666000000001","0.51793999999999996","PCE","Receives power from Toksook Bay via intertie. For fuel use and cost, please refer to Toksook Bay.","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Alaska Village Electric Cooperative","Wales","151.00438841497001","234.49100000000001","50.583331999999999","0.64396666999999996","65.323335038129997","101.43899999999999","9.3333329999999997","0.64396666999999996","128.45653943158999","199.477","12.5","0.64396666999999996","344.78426288469001","535.40700000000004","72.416664999999995","0.64396666999999996","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Alutiiq Power Company","Karluk","51.505199999999995","85.841999999999999","13.166667","0.6","64.4298","107.383","10.833333","0.6","13.675799999999999","22.792999999999999","3","0.6","129.61080000000001","216.018","27","0.6","PCE","0","Kodiak","Kodiak Island","Koniag","SC"
"Anchorage Municipal Light & Power","Anchorage","18732.5","143844","24302","0.13022999999999998","97883.3","967799","6301","0.10114000000000001","0","0","0",NA,"116615.8","1111643","30603","0.10490400245402526","EIA","0","Railbelt","Anchorage","Cook Inlet","SC"
"Aniak Light & Power","Aniak","696.84557354999993","969.55799999999999","180.83332999999999","0.71872499999999995","525.89467612500005","731.70500000000004","29","0.71872499999999995","317.930159925","442.35300000000001","10.916667","0.71872499999999995","1540.6704096000001","2143.616","220.74999699999998","0.71872499999999995","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Atka, City of","Atka","114.50779054397999","163.19399999999999","28","0.70166667000000005","87.869717084100003","125.23","10.166667","0.70166667000000005","70.793957002980008","100.89400000000001","21","0.70166667000000005","273.17146463106002","389.31799999999998","59.166667000000004","0.70166667000000005","PCE","0","Aleutians","Aleutians West (CA)","Aleut","SW"
"Atmautluak Tribal Utilities","Atmautluak","202.9970922","290.577","71","0.6986","154.68960079999999","221.428","6","0.6986","39.184474000000002","56.09","10","0.6986","396.87116700000001","568.09500000000003","87","0.6986","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Barrow Utilities & Electric Cooperative Inc.","Barrow","1304","11253","1456","0.11588","3917","38799","394","0.10095999999999999","0","0","0",NA,"5221","50052","1850","0.10431151602333573","EIA","0","North Slope","North Slope","Arctic Slope","AN"
"Beaver Joint Utilities","Beaver","71.069050000000004","109.337","40.5","0.65","71.199700000000007","109.538","9.0833329999999997","0.65","50.505649999999996","77.700999999999993","6.6666664999999998","0.65","192.77440000000001","296.57600000000002","56.249999499999994","0.65","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Bethel Utilities Corporation","Bethel, Oscarville","5259.7626371656897","10245.293","1701.5834","0.51338333000000003","12904.153878581621","25135.513999999999","1020.0833","0.51338333000000003","2102.9418450625303","4096.241","51.583334000000001","0.51338333000000003","20266.858360809842","39477.048000000003","2773.2500339999997","0.51338333000000003","PCE","Provides power to Oscarville and sells power to Napakiak Ircinraq via intertie. Data includes Oscarville's information.","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Buckland, City of","Buckland","247.93960290000004","522.96900000000005","84","0.47410000000000002","340.21605640000001","717.60400000000004","16","0.47410000000000002","37.343434700000003","78.766999999999996","6","0.47410000000000002","625.49909400000001","1319.3400000000001","106","0.47410000000000002","PCE","0","Northwest Arctic","Northwest Arctic","NANA","AN"
"Chalkyitsik Village Council","Chalkyitsik","56.821399999999997","59.811999999999998","39.75","0.95","44.566399999999994","46.911999999999999","6","0.95","101.53125","106.875","5","0.95","202.91905","213.59899999999999","50.75","0.95","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Chenega Ira Council","Chenega Bay","47.309294999999999","108.75700000000001","25","0.435","56.143709999999999","129.066","11","0.435","23.183325","53.295000000000002","9","0.435","126.63632999999999","291.11799999999999","45","0.435","PCE","0","Copper River/Chugach","Valdez-Cordova (CA)","Chugach","SC"
"Chignik Lagoon Power Utility","Chignik Lagoon","162.82895725","235.387","53.333331999999999","0.69174999999999998","100.8142615","145.738","7.3333335000000002","0.69174999999999998","48.456395750000006","70.049000000000007","10.666667","0.69174999999999998","312.09961450000003","451.17399999999998","71.333332499999997","0.69174999999999998","PCE","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Chignik Lake Electric Utility","Chignik Lake","53.992771000000005","80.227000000000004","35","0.67300000000000004","23.816797000000005","35.389000000000003","2","0.67300000000000004","43.386964000000006","64.468000000000004","11","0.67300000000000004","121.19653200000002","180.084","48","0.67300000000000004","PCE","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Chignik, City of","Chignik","91.989812111440003","193.43199999999999","59.666668000000001","0.47556667000000002","234.83434607933","493.79899999999998","27.666665999999999","0.47556667000000002","46.801467128040002","98.412000000000006","11","0.47556667000000002","373.62562531880997","785.64300000000003","98.333334000000008","0.47556667000000002","PCE","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Chitina Electric Inc","Chitina","105.24762972427001","167.28100000000001","52.333331999999999","0.62916667000000004","152.49804664127001","242.381","23.833334000000001","0.62916667000000004","44.154916900600007","70.180000000000007","6.4166667000000004","0.62916667000000004","301.90059326614005","479.84200000000004","82.5833327","0.62916667000000004","PCE","0","Copper River/Chugach","Valdez-Cordova (CA)","Ahtna","SC"
"Chugach Electric Assn Inc",NA,"77575","545129","69729","0.14230999999999999","68050","567652","9230","0.11988","5849","53555","7","0.10920999999999999","151474","1166336","78966","0.12987166648375767","EIA","0","Railbelt","Anchorage","Cook Inlet","SC"
"Circle Electric Utility","Circle","103.38844201163998","133.49199999999999","37.666668000000001","0.77449166999999997","69.904069150859996","90.257999999999996","8","0.77449166999999997","104.70507785064","135.19200000000001","5.6666666000000001","0.77449166999999997","277.99758901313999","358.94200000000001","51.333334600000001","0.77449166999999997","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Copper Valley Elec Assn Inc","Valdez","5174","18193","2978","0.28439999999999999","15352","62228","787","0.24670999999999998","0","0","0",NA,"20526","80421","3765","0.25523184242921626","EIA","0","Copper River/Chugach","Valdez-Cordova (CA)","Chugach","SC"
"Cordova Electric Cooperative","Cordova, Eyak","2135.05599939795","5069.3850000000002","836","0.42116667000000002","6704.0956750597197","15917.915999999999","635.25","0.42116667000000002","1972.65792194598","4683.7939999999999","109.166668","0.42116667000000002","10811.809596403649","25671.095000000001","1580.4166680000001","0.42116667000000002","PCE",NA,"Copper River/Chugach","Valdez-Cordova (CA)","Chugach","SC"
"Diomede Joint Utilities","Diomede","82.910399999999996","138.184","49.416668000000001","0.6","148.17660000000001","246.96100000000001","13.333333","0.6","26.471999999999998","44.12","6","0.6","257.55899999999997","429.26499999999999","68.750000999999997","0.6","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Egegik Light & Power Co","Egegik","64.738219999999998","75.277000000000001","42.5","0.86","94.506259999999997","109.89100000000001","16.666665999999999","0.86","59.216159999999995","68.855999999999995","18.5","0.86","218.46064000000001","254.024","77.666665999999992","0.86","PCE","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Elfin Cove Utility Commission","Elfin Cove","54.18244472543001","72.629000000000005","40.833331999999999","0.74601667000000005","122.44371604710001","164.13","30.75","0.74601667000000005","8.5970961050800003","11.523999999999999","7","0.74601667000000005","185.22325687761003","248.28300000000002","78.583331999999999","0.74601667000000005","PCE","0","Southeast","Hoonah-Angoon (CA)","Sealaska","SE"
"False Pass, City of","False Pass","44.081624877990002","85.897000000000006","26","0.51319166999999999","110.08474513169999","214.51","13","0.51319166999999999","45.370762353030003","88.409000000000006","11.75","0.51319166999999999","199.53713236272","388.81599999999997","50.75","0.51319166999999999","PCE","0","Aleutians","Aleutians East","Aleut","SW"
"G & K Inc","Cold Bay","134.92763496222","188.666","37.083331999999999","0.71516667","574.03067317551006","802.65300000000002","23.25","0.71516667","1003.79792567862","1403.586","56.916666499999998","0.71516667","1712.75623381635","2394.9049999999997","117.2499985","0.71516667","PCE","0","Aleutians","Aleutians East","Aleut","SW"
"Gold Country Energy","Central","206.18361812500001","265.82900000000001","137.5","0.77562500000000001","42.814500000000002","55.2","7.5","0.77562500000000001","91.877435000000006","118.456","8","0.77562500000000001","340.87555312500001","439.48500000000001","153","0.77562500000000001","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Golden Valley Elec Assn Inc",NA,"68389.2","305090","37835","0.22416","28777.3","138534","6417","0.20773","144490.70000000001","846303","483","0.17072999999999999","241657.2","1289927","44735","0.18734176430139071","EIA","0","Railbelt","Fairbanks North Star","Doyon","YU"
"Golovin Power Utilities","Golovin","130.51269000000002","225.99600000000001","55","0.57750000000000001","138.63927000000001","240.06800000000001","26","0.57750000000000001","58.231057499999999","100.833","12","0.57750000000000001","327.38301750000005","566.89700000000005","93","0.57750000000000001","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Gustavus Electric Co","Gustavus","407.13580257572994","912.28099999999995","428.91665999999998","0.44628332999999998","259.55883101132997","581.601","119.58334000000001","0.44628332999999998","148.18793344316998","332.04899999999998","30","0.44628332999999998","814.88256703022989","1825.931","578.5","0.44628332999999998","PCE","0","Southeast","Hoonah-Angoon (CA)","Sealaska","SE"
"Gwitchyaa Zhee Utilities Company","Fort Yukon","659.81470745541003","1104.123","262.66665999999998","0.59759167000000002","605.01853927475997","1012.428","68","0.59759167000000002","380.84337851599003","637.29700000000003","30.166667","0.59759167000000002","1645.67662524616","2753.848","360.833327","0.59759167000000002","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Homer Electric Assn Inc",NA,"35185","178368","25634","0.19726071941155365","31514","177569","3834","0.17747467181771592","9509","118432","25","8.0290799783842209E-2","76208","474369","29493","0.16054977257836514","EIA","Generation from Bradley Lake is shared among Chugach, AML&P, HEA, MEA, Seward Electric and GVEA","Railbelt","Anchorage","Cook Inlet","SC"
"Hughes Power & Light","Hughes","98.82987","139.197","37","0.71","53.921659999999996","75.945999999999998","8.6666670000000003","0.71","59.059930000000001","83.183000000000007","5","0.71","211.81146000000001","298.32600000000002","50.666667000000004","0.71","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Igiugig Electric Company","Igiugig","71.780023854000007","89.389818000000005","23.666665999999999","0.80300000000000005","74.767256927000005","93.109909000000002","9","0.80300000000000005","72.349205511000008","90.098636999999997","14.25","0.80300000000000005","218.89648629200002","272.598364","46.916665999999999","0.80300000000000005","PCE","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"I-N-N Electric Coop, Inc","Iliamna, Newhalen, Nondalton","577.30616637500009","971.85500000000002","195","0.59402500000000003","848.52075464999996","1428.4259999999999","91","0.59402500000000003","313.97785399999998","528.55999999999995","24","0.59402500000000003","1739.804775025","2928.8409999999999","310","0.59402500000000003","PCE","Power produced at the Tazimina hydroelectric project and the Newhalen plant is shared by Iliamna, Newhalen and Nondalton. Newhalen's information is included in Nondalton's data.","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Inside Passage Electric","Angoon","605.45172739999998","968.25800000000004","197.25","0.62529999999999997","374.67663350000004","599.19500000000005","27.083334000000001","0.62529999999999997","183.3054444","293.14800000000002","14.1666665","0.62529999999999997","1163.4338052999999","1860.6010000000001","238.5000005","0.62529999999999997","PCE","0","Southeast","Hoonah-Angoon (CA)","Sealaska","SE"
"Inside Passage Electric","Chilkat Valley","437.18643513574006","704.27800000000002","201","0.62075833000000002","256.87538377897005","413.80900000000003","28.583334000000001","0.62075833000000002","12.861491839270002","20.719000000000001","8.6666664999999998","0.62075833000000002","706.9233107539801","1138.806","238.2500005","0.62075833000000002","PCE","Provides power to Klukwan via intertie. Power is purchased from AP&T.","Southeast","Haines","Sealaska","SE"
"Inside Passage Electric","Hoonah","1117.49742867392","1797.8240000000001","358.41665999999998","0.62158332999999999","1143.8823978657599","1840.2719999999999","56.5","0.62158332999999999","488.90512504484002","786.548","42.666665999999999","0.62158332999999999","2750.2849515845201","4424.6440000000002","457.583326","0.62158332999999999","PCE","0","Southeast","Hoonah-Angoon (CA)","Sealaska","SE"
"Inside Passage Electric","Kake","655.82136769021997","1057.066","224.08332999999999","0.62041667","746.18877817574003","1202.722","49.333331999999999","0.62041667","170.71447133386999","275.161","20.666667","0.62041667","1572.7246171998302","2534.9490000000001","294.08332899999999","0.62041667","PCE","0","Southeast","Petersburg (CA)","Sealaska","SE"
"Inside Passage Electric","Klukwan","137.43588300208","220.624","47","0.62294167","57.197881197729998","91.819000000000003","7","0.62294167","38.812380749349998","62.305","8.1666670000000003","0.62294167","233.44614494915999","374.74799999999999","62.166667000000004","0.62294167","PCE","Receives power from Chilkat Valley via intertie. Chilkat Valley purchases power from AP&T.","Southeast","Hoonah-Angoon (CA)","Sealaska","SE"
"Ketchikan Public Utilities","Ketchikan","7233.5","70815","6208","0.10201","6837.1","70657","1223","9.6759999999999999E-2","1952.6","23242","12","8.4010000000000001E-2","16013.2","164714","7443","9.7218208531150971E-2","EIA","0","Southeast","Ketchikan Gateway","Sealaska","SE"
"King Cove, City of","King Cove","321.49610100000007","1147.6880000000001","126.75","0.28012500000000001","408.59088525000004","1458.6020000000001","210","0.28012500000000001","378.46372162500006","1351.0530000000001","36.25","0.28012500000000001","1108.5507078750002","3957.3429999999998","373","0.28012500000000001","PCE","0","Aleutians","Aleutians East","Aleut","SW"
"Kipnuk Light Plant","Kipnuk","443.80786192197002","773.40899999999999","165.25","0.57383333000000003","197.10371518837999","343.48599999999999","31","0.57383333000000003","142.40649600611002","248.167","13.0833335","0.57383333000000003","783.31807311646003","1365.0619999999999","209.33333350000001","0.57383333000000003","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Kobuk Valley Electric Company","Kobuk","144.58617000000001","166.191","33.166668000000001","0.87","157.64225999999999","181.19800000000001","12.083333","0.87","132.75155999999998","152.58799999999999","8.4166668100000006","0.87","434.97998999999999","499.97699999999998","53.66666781","0.87","PCE","Receives power from Shungnak via intertie. For fuel use and cost, please refer to Shungnak. On July 1, 2012, AVEC took over operations in Kobuk.","Northwest Arctic","Northwest Arctic","NANA","AN"
"Kodiak Electric Assn Inc","Kodiak","6493","34125","4689","0.19027000000000002","3982","21537","1032","0.18489","14987","86308","99","0.17354","25453","141970","5820","0.17928435584982744","EIA","0","Kodiak","Kodiak Island","Koniag","SC"
"Kokhanok Village Council","Kokhanok","160.434","178.26","54.833331999999999","0.9","49.918500000000002","55.465000000000003","6.1666664999999998","0.9","153.46349999999998","170.51499999999999","14","0.9","363.81599999999997","404.24","74.999998500000004","0.9","PCE","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Kotzebue Electric Association","Kotzebue","3085.3220396627098","7388.8130000000001","975","0.41756666999999997","4419.6287742474897","10584.246999999999","107","0.41756666999999997","1235.85704079888","2959.6640000000002","93","0.41756666999999997","8740.8078547090809","20932.723999999998","1175","0.41756666999999997","PCE","0","Northwest Arctic","Northwest Arctic","NANA","AN"
"Koyukuk, City of","Koyukuk","59.576233737239995","121.172","56.666668000000001","0.49166666999999997","41.450941947689998","84.307000000000002","5","0.49166666999999997","30.442033539719997","61.915999999999997","10","0.49166666999999997","131.46920922465","267.39499999999998","71.666668000000001","0.49166666999999997","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Kwethluk Incorporated","Kwethluk","324.44776000000002","623.93799999999999","178.66667000000001","0.52","130.89439999999999","251.72","8.1666670000000003","0.52","69.750720000000001","134.136","14.166667","0.52","525.09288000000004","1009.794","201.00000399999999","0.52","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Kwigillingok Power Company","Kwigillingok","260.19930000000005","435.48","84.333336000000003","0.59750000000000003","238.46762749999999","399.10899999999998","12.333333","0.59750000000000003","48.360455000000002","80.938000000000002","11.666667","0.59750000000000003","547.02738250000004","915.52699999999993","108.333336","0.59750000000000003","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Larsen Bay Utility Company","Larsen Bay","71.99397175","173.47945000000001","43.583331999999999","0.41499999999999998","108.5908256","261.66464000000002","26.492424","0.41499999999999998","72.752555644999987","175.30736299999998","11.454545299999999","0.41499999999999998","253.337352995","610.45145300000001","81.530301299999991","0.41499999999999998","PCE","0","Kodiak","Kodiak Island","Koniag","SC"
"Levelock Electrical Coop","Levelock","110.45299999999999","157.79","33.5","0.7","72.671199999999999","103.816","9.25","0.7","67.50869999999999","96.441000000000003","10.9166665","0.7","250.63289999999995","358.04700000000003","53.666666499999998","0.7","PCE","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Manokotak Power Company","Manokotak","298.56035000000003","542.83699999999999","147","0.55000000000000004","75.132200000000012","136.60400000000001","19.25","0.55000000000000004","298.87715000000003","543.41300000000001","26.666665999999999","0.55000000000000004","672.56970000000001","1222.854","192.91666599999999","0.55000000000000004","PCE","0","Bristol Bay","Dillingham (CA)","Bristol Bay","SW"
"Matanuska Electric Association",NA,"68212","451449","53239","0.15109999999999998","33796","265746","3668","0.12717000000000001","0","0","0",NA,"102008","717195","56907","0.14223188951400945","EIA","0","Railbelt","Matanuska Susitna","Cook Inlet","SC"
"Mcgrath Light & Power","McGrath","361.79945459999999","710.31600000000003","188","0.50934999999999997","450.5119254","884.48400000000004","60","0.50934999999999997","481.41164314999997","945.149","55.166667000000004","0.50934999999999997","1293.72302315","2539.9490000000001","303.16666700000002","0.50934999999999997","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","SW"
"Metlakatla Power & Light","Metlakatla","772","8455","641","9.1306918982850385E-2","1185","9881","210","0.11992713288128731","11","60","67","0.18333333333333332","1968","18396","918","0.10697977821265492","EIA","0","Southeast","Prince of Wales-Hyder (CA)","Sealaska","SE"
"Middle Kuskokwim Electric","Chuathbaluk","99.980659075000005","117.697","33.166668000000001","0.84947499999999998","92.777111074999993","109.217","6","0.84947499999999998","22.913738649999999","26.974","8","0.84947499999999998","215.6715088","253.88799999999998","47.166668000000001","0.84947499999999998","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Middle Kuskokwim Electric","Crooked Creek","86.526675006199994","101.86","33","0.84946666999999998","89.714723418709994","105.613","8","0.84946666999999998","42.925249768439997","50.531999999999996","8","0.84946666999999998","219.16664819335","258.005","49","0.84946666999999998","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Middle Kuskokwim Electric","Red Devil","48.105296188799997","56.64","16.166665999999999","0.84931667","19.689708360609998","23.183","3","0.84931667","12.23950253137","14.411","4","0.84931667","80.034507080780003","94.234000000000009","23.166665999999999","0.84931667","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Middle Kuskokwim Electric","Sleetmute","87.739735222380006","103.286","31.083334000000001","0.84948332999999998","55.937627797170002","65.849000000000004","7","0.84948332999999998","70.677013056000007","83.2","8","0.84948332999999998","214.35437607555002","252.33499999999998","46.083334000000001","0.84948332999999998","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Middle Kuskokwim Electric","Stony River","36.282994500000001","42.710999999999999","18.166665999999999","0.84950000000000003","41.600014999999999","48.97","5","0.84950000000000003","16.682481000000003","19.638000000000002","3","0.84950000000000003","94.56549050000001","111.319","26.166665999999999","0.84950000000000003","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Naknek Electric Association","Naknek, King Salmon, South Naknek","1707.3799784703001","3383.91","741.41669000000002","0.50455833000000005","4833.7308620745907","9580.1229999999996","244.91667000000001","0.50455833000000005","2761.0617529675501","5472.2349999999997","136.166664","0.50455833000000005","9302.1725935124414","18436.268","1122.5000240000002","0.50455833000000005","PCE","Provides power to South Naknek and King Salmon via intertie. Data includes South Naknek's and King Salmon's information.","Bristol Bay","Bristol Bay","Bristol Bay","SW"
"Napakiak Ircinraq","Napakiak","296.61635653543999","359.36799999999999","111.58334000000001","0.82538332999999997","139.38660985375","168.875","17","0.82538332999999997","60.780403037869995","73.638999999999996","11.5833333","0.82538332999999997","496.78336942705994","601.88199999999995","140.16667330000001","0.82538332999999997","PCE","Purchases power from Bethel Utilities Corporation","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Napaskiak Electric Utility","Napaskiak","282.7491","443.52800000000002","107","0.63749999999999996","137.08098749999999","215.029","5","0.63749999999999996","58.085812499999996","91.114999999999995","13","0.63749999999999996","477.91589999999997","749.67200000000003","125","0.63749999999999996","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Naterkaq Light Plant","Chefornak","242.7149319344","419.68","95.166663999999997","0.57833332999999998","107.35370271458","185.626","7.1666664999999998","0.57833332999999998","282.08613004081002","487.75700000000001","24.833333500000002","0.57833332999999998","632.15476468979","1093.0630000000001","127.166664","0.57833332999999998","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Native Village of Perryville","Perryville","116.94119999999999","123.096","44.75","0.95","149.834","157.72","9.6666670000000003","0.95","58.115299999999998","61.173999999999999","8.0833335000000002","0.95","324.89049999999997","341.99","62.500000500000006","0.95","PCE","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Nelson Lagoon Electrical Coop","Nelson Lagoon","117.77863500000001","153.959","36","0.76500000000000001","119.37213","156.042","13","0.76500000000000001","48.386250000000004","63.25","11","0.76500000000000001","285.537015","373.25099999999998","60","0.76500000000000001","PCE","0","Aleutians","Aleutians East","Aleut","SW"
"New Koliganek Village Council","Koliganek","130.37686000000002","258.17200000000003","70","0.505","35.590885","70.477000000000004","7","0.505","142.12265499999998","281.43099999999998","23","0.505","308.09040000000005","610.07999999999993","100","0.505","PCE","0","Bristol Bay","Dillingham (CA)","Bristol Bay","SW"
"Nikolai, City of","Nikolai","127.11996312499998","158.07499999999999","35.333331999999999","0.80417499999999997","56.437001500000001","70.180000000000007","6","0.80417499999999997","85.152482399999997","105.88800000000001","13","0.80417499999999997","268.70944702499997","334.14300000000003","54.333331999999999","0.80417499999999997","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","SW"
"Nome Joint Utility Systems","Nome","3338.3782034000001","9216.9470000000001","1700.9166","0.36220000000000002","6087.4696838","16806.929","280.66665999999998","0.36220000000000002","2445.6370606","6752.1729999999998","125.833332","0.36220000000000002","11871.4849478","32776.048999999999","2107.416592","0.36220000000000002","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"North Slope Borough Power & Light","Anaktuvuk Pass","97.884599999999992","652.56399999999996","92","0.15","385.48154999999997","2569.877","59.166668000000001","0.15","10.553849999999999","70.358999999999995","4","0.15","493.91999999999996","3292.7999999999997","155.16666800000002","0.15","PCE","0","North Slope","North Slope","Arctic Slope","AN"
"North Slope Borough Power & Light","Atqasuk","87.6066","584.04399999999998","57.75","0.15","348.21165000000002","2321.4110000000001","56","0.15","13.279500000000001","88.53","4","0.15","449.09775000000002","2993.9850000000001","117.75","0.15","PCE","0","North Slope","North Slope","Arctic Slope","AN"
"North Slope Borough Power & Light","Kaktovik","97.421399999999991","649.476","78.583336000000003","0.15","500.52074999999996","3336.8049999999998","48.916668000000001","0.15","129.02295000000001","860.15300000000002","10","0.15","726.96510000000001","4846.4340000000002","137.50000399999999","0.15","PCE","0","North Slope","North Slope","Arctic Slope","AN"
"North Slope Borough Power & Light","Nuiqsut","71.562240000000003","894.52800000000002","104.75","0.08","284.43056000000001","3555.3820000000001","66.25","0.08","9.3680800000000009","117.101","5.3333332999999996","0.08","365.36088000000001","4567.0109999999995","176.33333329999999","0.08","PCE","0","North Slope","North Slope","Arctic Slope","AN"
"North Slope Borough Power & Light","Point Hope","248.80124999999998","1658.675","181.16667000000001","0.15","483.52364999999998","3223.491","76.916663999999997","0.15","42.15","281","8","0.15","774.47489999999993","5163.1660000000002","266.08333400000004","0.15","PCE","0","North Slope","North Slope","Arctic Slope","AN"
"North Slope Borough Power & Light","Point Lay","63.067499999999995","420.45","55.5","0.15","275.62605000000002","1837.5070000000001","44.5","0.15","14.835149999999999","98.900999999999996","3","0.15","353.52870000000001","2356.8579999999997","103","0.15","PCE","0","North Slope","North Slope","Arctic Slope","AN"
"North Slope Borough Power & Light","Wainwright","172.5","1150","141.41667000000001","0.15","509.8587","3399.058","71.833336000000003","0.15","19.6281","130.85400000000001","6","0.15","701.98680000000002","4679.9120000000003","219.25000600000001","0.15","PCE","0","North Slope","North Slope","Arctic Slope","AN"
