"Utility Name","Plant Name","Community Name","Fuel Type","Prime Mover","Net Generation MMBtu","Total Fuel MMBtu","Emission Factor (kg CO2/MMBtu)","CO2 Metric Tons from Fuel","Efficiency","Net Generation MWh","Fuel Use","Estimated Average Heat Content (MMBtu/gallons or MCF or short ton).","Source","Notes","AEA Energy Region","Census Region","Native Corporation Region","AKEPS Region"
"Atmautluak Tribal Utilities","Atmautluak","Atmautluak","DFO","IC","2718.7293679999998","7553.9549999999999","73.150000000000006","552.57180825","0.35990807040815043","796.81399999999996","54344.999999999993","0.13900000000000001","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Aurora Energy LLC Chena","Aurora Energy","Fairbanks","SUB","ST","713619.79999999993","3557088.2936170232","97.17","345642.26949076616","0.20061908535712958","209150","234347","15.178723404255328","EIA","Aurora Energy LLC is an independent power producer that sells all its power to GVEA.","Railbelt","Fairbanks North Star","Doyon","YU"
"Barrow Utilities & Electric Cooperative Inc.","Barrow","Barrow","NG","GT","171319.932","762391.56","53.06","40452.496173600004","0.22471383602410289","50211","745980","1.022","EIA","0","North Slope","North Slope","Arctic Slope","AN"
"Beaver Joint Utilities","Beaver","Beaver","DFO","IC","1085.1183599999999","4240.3340000000007","73.150000000000006","310.18043210000008","0.2559039830352986","318.02999999999997","30506","0.13900000000000001","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Bethel Utilities Corporation","Bethel","Bethel, Oscarville","DFO","IC","142621.6","430083.37500000006","73.150000000000006","31460.598881250004","0.33161384115347398","41800","3094125","0.13900000000000001","PCE","Provides power to Oscarville and sells power to Napakiak Ircinraq via intertie. Data includes Oscarville's information.","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Buckland, City of","Buckland","Buckland","DFO","IC","5432.6000479999993","16131.784000000001","73.150000000000006","1180.0399996000001","0.33676374838641521","1592.204","116056","0.13900000000000001","PCE","0","Northwest Arctic","Northwest Arctic","NANA","AN"
"Chalkyitsik Village Council","Chalkyitsik","Chalkyitsik","DFO","IC","1037.81098","4254.6510000000007","73.150000000000006","311.22772065000009","0.2439238800080194","304.16500000000002","30609.000000000004","0.13900000000000001","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Chenega Ira Council","Chenega Bay","Chenega Bay","DFO","IC","1051.837712","4118.7090000000007","73.150000000000006","301.28356335000007","0.25538043887052952","308.27600000000001","29631","0.13900000000000001","PCE","0","Copper River/Chugach","Valdez-Cordova (CA)","Chugach","SC"
"Chignik Lagoon Power Utility","Chignik Lagoon","Chignik Lagoon","DFO","IC","1728.283772","6035.1020000000008","73.150000000000006","441.46771130000008","0.28637192411992368","506.53100000000001","43418","0.13900000000000001","PCE","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Chignik Lake Electric Utility","Chignik Lake","Chignik Lake","DFO","IC","679.13471600000003","2411.7890000000002","73.150000000000006","176.42236535000004","0.28158960671932742","199.04300000000001","17351","0.13900000000000001","PCE","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Chignik, City of","Chignik","Chignik","DFO","IC","2961.8957839999998","9453.8702450000019","73.150000000000006","691.5506084217501","0.31329981343529634","868.08199999999999","68013.455000000002","0.13900000000000001","PCE","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Chitina Electric Inc","Chitina","Chitina","DFO","IC","1771.6332319999999","5826.6020000000008","73.150000000000006","426.21593630000012","0.30405942125444635","519.23599999999999","41918","0.13900000000000001","PCE","0","Copper River/Chugach","Valdez-Cordova (CA)","Ahtna","SC"
"Chugach Electric Assn Inc","Beluga",NA,"NG","GT","2459686.9159999997","9828794.7520000003","53.06","521515.84954112006","0.25025315698036055","720893","9617216","1.022","EIA","0","Railbelt","Anchorage","Cook Inlet","SC"
"Chugach Electric Assn Inc","Beluga",NA,"NG","CT","4127032.3679999998","14708372.588","53.06","780426.24951927993","0.28059068692392847","1209564","14391754","1.022","EIA","0","Railbelt","Anchorage","Cook Inlet","SC"
"Chugach Electric Assn Inc","Bernice Lake",NA,"NG","GT","143286.94","615010.98400000005","53.06","32632.482811040001","0.23298273319944476","41995","601772","1.022","EIA","0","Railbelt","Kenai Peninsula","Cook Inlet","SC"
"Chugach Electric Assn Inc","International",NA,"NG","GT","74344.067999999999","359824.73800000001","53.06","19092.300598280002","0.20661188670135291","21789","352079","1.022","EIA","0","Railbelt","Anchorage","Cook Inlet","SC"
"Circle Electric Utility","Circle","Circle","DFO","IC","1329.00812","5048.7580000000007","73.150000000000006","369.31664770000009","0.26323466484232355","389.51","36322","0.13900000000000001","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Copper Valley Elec Assn Inc","Glennallen","Glennallen","DFO","IC","51565.555999999997","157935.41400000002","73.150000000000006","11552.975534100002","0.32649774166546325","15113","1136226","0.13900000000000001","EIA","0","Copper River/Chugach","Valdez-Cordova (CA)","Ahtna","SC"
"Copper Valley Elec Assn Inc","Valdez","Valdez","DFO","GT","160.364","875.7","73.150000000000006","64.057455000000004","0.18312664154390773","47","6300","0.13900000000000001","EIA","0","Copper River/Chugach","Valdez-Cordova (CA)","Chugach","SC"
"Copper Valley Elec Assn Inc","Valdez","Valdez","DFO","IC","24876.892","88533.27","73.150000000000006","6476.2087005000012","0.28098919197269001","7291","636930","0.13900000000000001","EIA","0","Copper River/Chugach","Valdez-Cordova (CA)","Chugach","SC"
"Copper Valley Elec Assn Inc","Valdez Cogen","Valdez","JF","GT","59774.828000000001","252349.02000000002","70.88","17886.4985376","0.23687362843731272","17519","1869252","0.13500000000000001","EIA","0","Copper River/Chugach","Valdez-Cordova (CA)","Chugach","SC"
"Cordova Electric Cooperative","Orca","Cordova, Eyak","DFO","IC","32705.845419999998","108561.08500000001","73.150000000000006","7941.2433677500012","0.30126675152518967","9585.5349999999999","781015","0.13900000000000001","PCE","0","Copper River/Chugach","Valdez-Cordova (CA)","Chugach","SC"
"Diomede Joint Utilities","Diomede","Diomede","DFO","IC","961.31394","3836.5390000000002","73.150000000000006","280.64282785000006","0.25056800934383827","281.745","27601","0.13900000000000001","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Egegik Light & Power Co","Egegik","Egegik","DFO","IC","892.29088599999989","3225.608702","73.150000000000006","235.95327655130001","0.27662713256159854","261.51549999999997","23205.817999999999","0.13900000000000001","PCE","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Elfin Cove Utility Commission","Elfin Cove","Elfin Cove","DFO","IC","946.68396640000003","3488.4830000000002","73.150000000000006","255.18253145000003","0.27137410914715648","277.4572","25097","0.13900000000000001","PCE","0","Southeast","Hoonah-Angoon (CA)","Sealaska","SE"
"False Pass, City of","False Pass","False Pass","DFO","IC","1574.129612","6284.4679999999998","73.150000000000006","459.70883420000007","0.25047937422865391","461.351","45211.999999999993","0.13900000000000001","PCE","0","Aleutians","Aleutians East","Aleut","SW"
"G & K Inc","Cold Bay","Cold Bay","DFO","IC","8758.3344519999991","28593.690000000002","73.150000000000006","2091.6284235000003","0.30630304979874923","2566.9209999999998","205710","0.13900000000000001","PCE","0","Aleutians","Aleutians East","Aleut","SW"
"Gold Country Energy","Central","Central","DFO","IC","1619.3454360000001","6290.8620000000019","73.150000000000006","460.17655530000019","0.25741232854893331","474.60300000000001","45258.000000000007","0.13900000000000001","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Golden Valley Elec Assn Inc","Delta Power",NA,"DFO","GT","-580.04","251.03400000000002","73.150000000000006","18.363137100000003",NA,"-170","1806","0.13900000000000001","EIA","0","Railbelt","Fairbanks North Star","Doyon","YU"
"Golden Valley Elec Assn Inc","Fairbanks",NA,"DFO","GT","805.23199999999997","6118.2240000000002","73.150000000000006","447.54808560000004","0.13161204950979238","236","44016","0.13900000000000001","EIA","0","Railbelt","Fairbanks North Star","Doyon","YU"
"Golden Valley Elec Assn Inc","Fairbanks",NA,"RFO","GT","28589.148000000001","216367.19999999998","78.8","17049.735359999999","0.13213254134637784","8379","1442448","0.15","EIA","0","Railbelt","Fairbanks North Star","Doyon","YU"
"Golden Valley Elec Assn Inc","Fairbanks",NA,"DFO","IC","-71.652000000000001","1290.1980000000001","73.150000000000006","94.377983700000016",NA,"-21","9282","0.13900000000000001","EIA","0","Railbelt","Fairbanks North Star","Doyon","YU"
"Golden Valley Elec Assn Inc","Healy",NA,"DFO","ST","760.87599999999998","3111.6540000000005","73.150000000000006","227.61749010000005","0.24452461616876423","223","22386","0.13900000000000001","EIA","0","Railbelt","Denali","Doyon","YU"
"Golden Valley Elec Assn Inc","Healy",NA,"WC","ST","605449.16399999999","2432750.2000000002","97.17","236390.33693400002","0.24887436613919503","177447","175018","13.9","EIA","0","Railbelt","Denali","Doyon","YU"
"Golden Valley Elec Assn Inc","Healy",NA,"DFO","IC","85.3","251.03400000000002","73.150000000000006","18.363137100000003","0.33979460949512813","25","1806","0.13900000000000001","EIA","0","Railbelt","Denali","Doyon","YU"
"Golden Valley Elec Assn Inc","North Pole",NA,"DFO","GT","4834.8040000000001","18944.310000000001","73.150000000000006","1385.7762765000002","0.25521140648564133","1417","136290","0.13900000000000001","EIA","0","Railbelt","Fairbanks North Star","Doyon","YU"
"Golden Valley Elec Assn Inc","North Pole",NA,NA,"GT","1073043.2919999999","3292427.25","70.88","233367.24347999998","0.32591252912270119","314491","24388350","0.13500000000000001","EIA","0","Railbelt","Fairbanks North Star","Doyon","YU"
"Golden Valley Elec Assn Inc","North Pole",NA,"RFO","GT","321683.36","1248300.8999999999","78.8","98366.110919999992","0.25769697033784084","94280","8322006","0.15","EIA","0","Railbelt","Fairbanks North Star","Doyon","YU"
"Golovin Power Utilities","Golovin","Golovin","DFO","IC","2578.4518119999998","8475.5250000000015","73.150000000000006","619.98465375000012","0.30422325602248823","755.70100000000002","60975","0.13900000000000001","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Gustavus Electric Co","Gustavus","Gustavus","DFO","IC","335.04802752000001","1754.8873710000003","73.150000000000006","128.37001118865001","0.19092280966674069","98.196960000000004","12625.089","0.13900000000000001","PCE","0","Southeast","Hoonah-Angoon (CA)","Sealaska","SE"
"Gwitchyaa Zhee Utilities Company","Fort Yukon","Fort Yukon","DFO","IC","10446.247439999999","33203.347000000002","73.150000000000006","2428.8248330500005","0.31461428993890278","3061.62","238873","0.13900000000000001","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Homer Electric Assn Inc","Nikiski Co-Generation",NA,"NG","GT","942698.06799999997","3656480.94","53.06","194012.8786764","0.25781566579149184","276289","3577770","1.022","EIA","0","Railbelt","Kenai Peninsula","Cook Inlet","SC"
"Homer Electric Assn Inc","Seldovia",NA,"DFO","IC","487.916","1418.634","73.150000000000006","103.77307710000001","0.34393367140502767","143","10206","0.13900000000000001","EIA","0","Railbelt","Kenai Peninsula","Cook Inlet","SC"
"Hughes Power & Light","Hughes","Hughes","DFO","IC","1270.27054","5697.8880000000008","73.150000000000006","416.80050720000008","0.22293708475842272","372.29500000000002","40992","0.13900000000000001","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Igiugig Electric Company","Igiugig","Igiugig","DFO","IC","1049.9356772460001","3749.474404","73.150000000000006","274.27405265260006","0.28002209486372587","307.7185455","26974.635999999999","0.13900000000000001","PCE","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"I-N-N Electric Coop, Inc","Newhalen","Iliamna, Newhalen, Nondalton","DFO","IC","286.90484400000003","920.29064400000016","73.150000000000006","67.319260608600018","0.31175460260356613","84.087000000000003","6620.7960000000003","0.13900000000000001","PCE","Power produced at the Tazimina hydroelectric project and the Newhalen plant is shared by Iliamna, Newhalen and Nondalton. Newhalen's information is included in Nondalton's data.","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Inside Passage Electric","Angoon","Angoon","DFO","IC","6910.0335799999993","19601.919000000002","73.150000000000006","1433.8803748500002","0.3525182192621038","2025.2149999999999","141021","0.13900000000000001","PCE","0","Southeast","Hoonah-Angoon (CA)","Sealaska","SE"
"Inside Passage Electric","Chilkat Valley","Chilkat Valley","DFO","IC","-233.52038492","0","73.150000000000006","0",NA,"-68.440910000000002","0","0.13900000000000001","PCE","Provides power to Klukwan via intertie. Power is purchased from AP&T.","Southeast","Haines","Sealaska","SE"
"Inside Passage Electric","Hoonah","Hoonah","DFO","IC","16435.177499999998","46034.715000000004","73.150000000000006","3367.439402250001","0.35701703594776241","4816.875","331185","0.13900000000000001","PCE","0","Southeast","Hoonah-Angoon (CA)","Sealaska","SE"
"Inside Passage Electric","Kake","Kake","DFO","IC","9449.4930559999993","29676.222000000005","73.150000000000006","2170.8156393000004","0.31841967808435984","2769.4879999999998","213498.00000000003","0.13900000000000001","PCE","0","Southeast","Petersburg (CA)","Sealaska","SE"
"Inside Passage Electric","Klukwan","Klukwan","DFO","IC","0","0","73.150000000000006","0",NA,"0","0","0.13900000000000001","PCE","Receives power from Chilkat Valley via intertie. Chilkat Valley purchases power from AP&T.","Southeast","Hoonah-Angoon (CA)","Sealaska","SE"
"Ketchikan Public Utilities","S W Bailey","Ketchikan","DFO","IC","8881.4359999999997","40947.732000000004","73.150000000000006","2995.3265958000006","0.21689689675608892","2603","294588","0.13900000000000001","EIA","0","Southeast","Ketchikan Gateway","Sealaska","SE"
"King Cove, City of","King Cove","King Cove","DFO","IC","5842.5245519999999","20012.803000000004","73.150000000000006","1463.9365394500003","0.29193934262981547","1712.346","143977","0.13900000000000001","PCE","0","Aleutians","Aleutians East","Aleut","SW"
"Kipnuk Light Plant","Kipnuk","Kipnuk","DFO","IC","5401.9056959999998","21529.571000000004","73.150000000000006","1574.8881186500003","0.25090633231846554","1583.2080000000001","154889","0.13900000000000001","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Kobuk Valley Electric Company","Kobuk","Kobuk","DFO","IC","0","0","73.150000000000006","0",NA,"0","0","0.13900000000000001","PCE","Receives power from Shungnak via intertie. For fuel use and cost, please refer to Shungnak. On July 1, 2012, AVEC took over operations in Kobuk.","Northwest Arctic","Northwest Arctic","NANA","AN"
"Kodiak Electric Assn Inc","Kodiak","Kodiak","DFO","IC","62146.167999999998","180224.89800000002","73.150000000000006","13183.451288700002","0.34482565222481076","18214","1296582","0.13900000000000001","EIA","0","Kodiak","Kodiak Island","Koniag","SC"
"Kodiak Electric Assn Inc","Nymans Plant","Kodiak","DFO","IC","12174.016","48718.110000000008","73.150000000000006","3563.7297465000006","0.24988686958504749","3568","350490","0.13900000000000001","EIA","0","Kodiak","Kodiak Island","Koniag","SC"
"Kodiak Electric Assn Inc","Port Lions","Kodiak","DFO","IC","238.84","904.8900000000001","73.150000000000006","66.192703500000022","0.26394368376266725","70","6510","0.13900000000000001","EIA","0","Kodiak","Kodiak Island","Koniag","SC"
"Kokhanok Village Council","Kokhanok","Kokhanok","DFO","IC","1388.417864","5433.51","73.150000000000006","397.4612565000001","0.25552872158144552","406.92200000000003","39090","0.13900000000000001","PCE","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Kotzebue Electric Association","Kotzebue","Kotzebue","DFO","IC","69263.599999999991","196973.28600000002","73.150000000000006","14408.595870900002","0.35163956192516371","20300","1417074","0.13900000000000001","PCE","0","Northwest Arctic","Northwest Arctic","NANA","AN"
"Koyukuk, City of","Koyukuk","Koyukuk","DFO","IC","1071.8695639999999","4576.8530000000001","73.150000000000006","334.79679695000004","0.23419357449321615","314.14699999999999","32927","0.13900000000000001","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Kwethluk Incorporated","Kwethluk","Kwethluk","DFO","IC","4700.3473160000003","14237.492000000002","73.150000000000006","1041.4725398000003","0.33013871516135002","1377.5930000000001","102428","0.13900000000000001","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Kwigillingok Power Company","Kwigillingok","Kwigillingok","DFO","IC","3986.1235920000004","11686.842000000001","73.150000000000006","854.89249230000019","0.34107790556251211","1168.2660000000001","84078","0.13900000000000001","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Larsen Bay Utility Company","Larsen Bay","Larsen Bay","DFO","IC","543.1001526","1993.2601668000002","73.150000000000006","145.80698120142","0.27246827165161203","159.17355000000001","14340.001200000001","0.13900000000000001","PCE","0","Kodiak","Kodiak Island","Koniag","SC"
"Levelock Electrical Coop","Levelock","Levelock","DFO","IC","1610.866616","5898.3260000000009","73.150000000000006","431.46254690000006","0.27310572796417149","472.11799999999999","42434","0.13900000000000001","PCE","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Manokotak Power Company","Manokotak","Manokotak","DFO","IC","4659.8332280000004","14572.760000000002","73.150000000000006","1065.9973940000002","0.31976325884732881","1365.7190000000001","104840","0.13900000000000001","PCE","0","Bristol Bay","Dillingham (CA)","Bristol Bay","SW"
"Mcgrath Light & Power","McGrath","McGrath","DFO","IC","9692.4820479999998","26665.899000000001","73.150000000000006","1950.6105118500004","0.36347854043848288","2840.7040000000002","191841","0.13900000000000001","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","SW"
"Metlakatla Power & Light","Centennial","Metlakatla","DFO","IC","-150.12799999999999","2253.4680000000003","73.150000000000006","164.84118420000004",NA,"-44","16212","0.13900000000000001","EIA","0","Southeast","Prince of Wales-Hyder (CA)","Sealaska","SE"
"Middle Kuskokwim Electric","Chuathbaluk","Chuathbaluk","DFO","IC","754.0001375999999","3577.5693509999996","73.150000000000006","261.69919802564999","0.21075765795825657","220.98479999999998","25737.908999999996","0.13900000000000001","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Middle Kuskokwim Electric","Crooked Creek","Crooked Creek","DFO","IC","1032.6499888000001","3517.3950000000004","73.150000000000006","257.29744425000007","0.29358374274143223","302.6524","25305","0.13900000000000001","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Middle Kuskokwim Electric","Red Devil","Red Devil","DFO","IC","363.13813640000001","1853.7040000000002","73.150000000000006","135.59844760000001","0.19589866364856523","106.4297","13336","0.13900000000000001","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Middle Kuskokwim Electric","Sleetmute","Sleetmute","DFO","IC","884.17442040000003","3409.9480000000003","73.150000000000006","249.43769620000003","0.25929264035697902","259.13670000000002","24532","0.13900000000000001","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Middle Kuskokwim Electric","Stony River","Stony River","DFO","IC","436.98166400000002","1971.2980000000002","73.150000000000006","144.20044870000004","0.22167204755445397","128.072","14182","0.13900000000000001","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Naknek Electric Association","Naknek","Naknek, King Salmon, South Naknek","DFO","IC","67898.8","183361.43300000002","73.150000000000006","13412.888823950001","0.37030033464016393","19900","1319147","0.13900000000000001","PCE","Provides power to South Naknek and King Salmon via intertie. Data includes South Naknek's and King Salmon's information.","Bristol Bay","Bristol Bay","Bristol Bay","SW"
"Napakiak Ircinraq","Napakiak","Napakiak","DFO","IC","0","0","73.150000000000006","0",NA,"0","0","0.13900000000000001","PCE","Purchases power from Bethel Utilities Corporation","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Napaskiak Electric Utility","Napaskiak","Napaskiak","DFO","IC","3341.8834000000002","10715.927000000001","73.150000000000006","783.87006005000023","0.31186134433353269","979.45","77093","0.13900000000000001","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Naterkaq Light Plant","Chefornak","Chefornak","DFO","IC","5563.6890880000001","17194.717000000001","73.150000000000006","1257.7935485500002","0.323569680617599","1630.624","123703","0.13900000000000001","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Native Village of Perryville","Perryville","Perryville","DFO","IC","601.98359559999994","2010.4960000000003","73.150000000000006","147.06778240000003","0.29942043933437312","176.43129999999999","14464.000000000002","0.13900000000000001","PCE","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Nelson Lagoon Electrical Coop","Nelson Lagoon","Nelson Lagoon","DFO","IC","1338.2952427999999","6185.5000000000018","73.150000000000006","452.4693250000002","0.2163600748201438","392.2319","44500.000000000007","0.13900000000000001","PCE","0","Aleutians","Aleutians East","Aleut","SW"
"New Koliganek Village Council","Koliganek","Koliganek","DFO","IC","2212.4772800000001","10036.773000000001","73.150000000000006","734.18994495000015","0.22043711459848697","648.44000000000005","72207","0.13900000000000001","PCE","0","Bristol Bay","Dillingham (CA)","Bristol Bay","SW"
"Nikolai, City of","Nikolai","Nikolai","DFO","IC","1362.1082732","5077.2530000000006","73.150000000000006","371.40105695000005","0.26827661989662516","399.21109999999999","36527","0.13900000000000001","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","SW"
"Nome Joint Utility Systems","Snake River","Nome","DFO","IC","114302","293262.478","73.150000000000006","21452.150265700002","0.38976005651837942","33500","2109802","0.13900000000000001","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"North Slope Borough Power & Light","Anaktuvuk Pass","Anaktuvuk Pass","DFO","IC","12279.788","38770.158000000003","73.150000000000006","2836.0370577000003","0.3167329882947601","3599","278922","0.13900000000000001","EIA","0","North Slope","North Slope","Arctic Slope","AN"
"North Slope Borough Power & Light","Atqasuk","Atqasuk","DFO","IC","11058.291999999999","35489.202000000005","73.150000000000006","2596.0351263000007","0.31159596093482173","3241","255318","0.13900000000000001","EIA","0","North Slope","North Slope","Arctic Slope","AN"
"North Slope Borough Power & Light","Kaktovik","Kaktovik","DFO","IC","15524.6","49126.770000000004","73.150000000000006","3593.6232255000004","0.31601100581210612","4550","353430","0.13900000000000001","EIA","0","North Slope","North Slope","Arctic Slope","AN"
"North Slope Borough Power & Light","Nuiqsut","Nuiqsut","DFO","IC","5984.6480000000001","12271.476000000001","73.150000000000006","897.65846940000006","0.48768770765635688","1754","88284","0.13900000000000001","EIA","0","North Slope","North Slope","Arctic Slope","AN"
"North Slope Borough Power & Light","Nuiqsut","Nuiqsut","NG","IC","5032.7","10556.237999999999","53.06","560.11398828000006","0.47675128203816552","1475","10329","1.022","EIA","0","North Slope","North Slope","Arctic Slope","AN"
"North Slope Borough Power & Light","Point Hope","Point Hope","DFO","IC","20994.036","57334.998000000007","73.150000000000006","4194.0551037000005","0.36616441497041646","6153","412482","0.13900000000000001","EIA","0","North Slope","North Slope","Arctic Slope","AN"
"North Slope Borough Power & Light","Point Lay","Point Lay","DFO","IC","10526.02","39400.662000000004","73.150000000000006","2882.1584253000005","0.2671533793010889","3085","283458","0.13900000000000001","EIA","0","North Slope","North Slope","Arctic Slope","AN"
"North Slope Borough Power & Light","Wainwright","Wainwright","DFO","IC","21352.295999999998","68234.544000000009","73.150000000000006","4991.3568936000011","0.31292501932745376","6258","490896","0.13900000000000001","EIA","0","North Slope","North Slope","Arctic Slope","AN"
"Nunam Iqua Electric Company","Sheldon Point","Nunam Iqua","DFO","IC","2829.3975879999998","9431.0110000000004","73.150000000000006","689.87845465000009","0.30000999765560654","829.24900000000002","67849","0.13900000000000001","PCE","0","Lower Yukon-Kuskokwim","Wade Hampton (CA)","Calista","YU"
"Nushagak Electric Cooperative","Dillingham","Dillingham, Aleknagik","DFO","IC","64145.599999999999","177464.77500000002","73.150000000000006","12981.548291250003","0.3614553930491276","18800","1276725","0.13900000000000001","PCE","Provides power to Aleknagik via intertie. Data includes Aleknagik's information.","Bristol Bay","Dillingham (CA)","Bristol Bay","SW"
"Ouzinkie, City of","Ouzinkie","Ouzinkie","DFO","IC","1121.9338399999999","3635.1280000000002","73.150000000000006","265.90961320000002","0.30863668074411682","328.82","26152","0.13900000000000001","PCE","0","Kodiak","Kodiak Island","Koniag","SC"
"Pedro Bay Village Council","Pedro Bay","Pedro Bay","DFO","IC","722.61724400000003","2712.4460000000004","73.150000000000006","198.41542490000003","0.26640797420483209","211.78700000000001","19514","0.13900000000000001","PCE","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Pelican Utility","Pelican","Pelican","DFO","IC","2724.4888239999996","9261.7090000000007","73.150000000000006","677.49401335000016","0.29416696464982861","798.50199999999995","66631","0.13900000000000001","PCE","0","Southeast","Hoonah-Angoon (CA)","Sealaska","SE"
"Petersburg, City of","Blind Slough","Petersburg","DFO","IC","2067.672","6486.0180000000009","73.150000000000006","474.45221670000012","0.31878912454452019","606","46662","0.13900000000000001","EIA","0","Southeast","Petersburg (CA)","Sealaska","SE"
"Pilot Point Electric Utility","Pilot Point","Pilot Point","DFO","IC","1511.802608","6142.6880000000001","73.150000000000006","449.33762720000004","0.24611417802759963","443.084","44192","0.13900000000000001","PCE","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Port Heiden Utilities","Port Heiden","Port Heiden","DFO","IC","357.17498399999999","7998.4770000000017","73.150000000000006","585.08859255000016","4.4655374266876047E-2","104.682","57543.000000000007","0.13900000000000001","PCE","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Puvurnaq Power Company","Kongiganak","Kongiganak","DFO","IC","772.50375479999991","12287.183000000001","73.150000000000006","898.80743645000018","6.2870696627534556E-2","226.40789999999998","88397","0.13900000000000001","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Ruby, City of","Ruby","Ruby","DFO","IC","2499.5506768","7401.4720000000007","73.150000000000006","541.41767680000009","0.33770994158999723","732.57640000000004","53248","0.13900000000000001","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Saint George, City of","Saint George","Saint George","DFO","IC","1435.5375840000002","5002.6100000000006","73.150000000000006","365.94092150000006","0.28695772486761911","420.73200000000003","35990","0.13900000000000001","PCE","0","Aleutians","Aleutians West (CA)","Aleut","SW"
"Saint Paul Municipal Electric","Saint Paul","Saint Paul","DFO","IC","14657.8667","43954.858000000007","73.150000000000006","3215.2978627000007","0.33347546475977691","4295.9750000000004","316222","0.13900000000000001","PCE","0","Aleutians","Aleutians West (CA)","Aleut","SW"
"Seward, City of","Seward","Seward","DFO","IC","150.12799999999999","309.41400000000004","73.150000000000006","22.633634100000005","0.48520105748285458","44","2226","0.13900000000000001","EIA","0","Railbelt","Kenai Peninsula","Chugach","SC"
"Sitka, City & Borough of","Jarvis Street","Sitka","DFO","IC","4729.0320000000002","22382.892000000003","73.150000000000006","1637.3085498000005","0.21127886423255759","1386","161028","0.13900000000000001","EIA","0","Southeast","Sitka","Sealaska","SE"
"Takotna Community Assoc Inc","Takotna","Takotna","DFO","IC","663.87454600000001","3030.0610000000001","73.150000000000006","221.64896215000005","0.2190960993854579","194.57050000000001","21799","0.13900000000000001","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","SW"
"Tanalian Electric Cooperative","Port Alsworth","Port Alsworth","DFO","IC","2212.043956","7597.8790000000008","73.150000000000006","555.78484885000012","0.29113966621474224","648.31299999999999","54661","0.13900000000000001","PCE","0","Bristol Bay","Lake and Peninsula","Cook Inlet","SW"
"Tanana Power Company Inc","Tanana","Tanana","DFO","IC","3912.1855519999999","12358.629000000001","73.150000000000006","904.03371135000009","0.31655497968261687","1146.596","88911","0.13900000000000001","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
