"AEA Reporting ID","PCE ID","CPCN","Utility Name","Reporting Name","Intertie name","AEA Energy Region","Residential Revenue","Residential Sales","Residential Customers","Residential $/kWh","Commercial Revenue","Commercial Sales","Commercial Customers","Commercial $/kWh","Other Revenue","Other Sales","Other Customers","Other $/kWh","Total Revenue","Total Sales","Total Customers","Total $/kWh","Source","Number of monthly records","Communities reported","Notes"
"SR-39","331870","658","Chignik Lagoon Power Utility","Chignik Lagoon","Chignik Lagoon_grid","Bristol Bay","170.97954166666668","231.57500000000002","55","0.73833333333333329","71.815468333333342","97.26700000000001","7","0.7383333333333334","43.647313333333344","59.116000000000014","7","0.73833333333333329","286.44232333333338","390.07500000000005","71","0.73432627913435455","PCE","12","Chignik Lagoon","Residential rate as reported to PCE"
"SR-80","332040","681","Igiugig Electric Company","Igiugig","Igiugig_grid","Bristol Bay","76.229100000000031","94.11","29","0.81000000000000039","67.152240000000035","82.904000000000011","9","0.81000000000000028","72.375120000000024","89.35199999999999","15","0.81000000000000039","215.75646000000006","266.36599999999993","52","0.8100000000000005","PCE","12","Igiugig","Residential rate as reported to PCE"
"SR-58","331940","320","Egegik Light & Power Co","Egegik","Egegik_grid","Bristol Bay","126.32540000000002","146.89000000000001","74","0.86","275.66354000000001","320.53900000000004","15","0.85999999999999988","113.05904","131.464","19","0.86","515.04798000000005","598.89299999999992","107","0.86000000000000021","PCE","12","Egegik","Residential rate as reported to PCE"
"SR-121","331480","169","Alaska Village Electric Cooperative","New Stuyahok","New Stuyahok_grid","Bristol Bay","346.4217099999999","545.54599999999994","112","0.6349999999999999","175.25555499999996","275.99299999999999","31","0.6349999999999999","319.50850499999996","503.16300000000001","23","0.6349999999999999","841.18576999999982","1324.702","156","0.6349999999999999","PCE","6","New Stuyahok","Residential rate as reported to PCE"
"SR-177","331690","169","Alaska Village Electric Cooperative","Togiak","Togiak_grid","Bristol Bay","766.24361333333331","1203.5240000000001","264","0.6366666666666666","553.45687999999996","869.30400000000009","54","0.6366666666666666","529.34885999999995","831.43799999999999","41","0.6366666666666666","1849.0493533333331","2904.2660000000001","322","0.6366666666666666","PCE","12","Togiak","Residential rate as reported to PCE"
"SR-38","331860","297","Chignik, City of","Chignik","Chignik_grid","Bristol Bay","113.06624999999998","205.57499999999999","66","0.54999999999999993","249.34909999999996","453.36199999999997","60","0.54999999999999993","58.777949999999983","106.86899999999999","11","0.54999999999999993","421.19329999999991","765.80599999999993","137","0.54999999999999993","PCE","5","Chignik","Residential rate as reported to PCE"
"SR-146","332500","399","Port Heiden Utilities","Port Heiden","Port Heiden_grid","Bristol Bay","123.47099999999999","164.62799999999999","52","0.75","92.071499999999986","122.76199999999999","22","0.75","195.91724999999997","261.22299999999996","15","0.75","411.45974999999999","548.61299999999994","88","0.75","PCE","12","Port Heiden","Residential rate as reported to PCE"
"SR-105","332180","330","Levelock Electrical Coop","Levelock","Levelock_grid","Bristol Bay","94.492299999999986","134.98899999999998","33","0.70000000000000007","86.218999999999994","123.16999999999999","13","0.70000000000000007","54.635000000000012","78.050000000000011","16","0.70000000000000007","235.34629999999999","350.20499999999998","64","0.67202438571693723","PCE","12","Levelock","Residential rate as reported to PCE"
"SR-40","331880","437","Chignik Lake Electric Utility","Chignik Lake","Chignik Lake_grid","Bristol Bay","114.79807999999997","134.529","41","0.85333333333333317","51.370666666666644","60.199999999999989","3","0.85333333333333317","112.65194666666665","132.01400000000001","10","0.85333333333333317","278.82069333333322","327.45199999999994","55","0.85148569357748094","PCE","12","Chignik Lake","Residential rate as reported to PCE"
"SR-46","331910","360","Clark's Point, City of","Clark's Point","Clark's Point_grid","Bristol Bay","6.0406999999999993","24.995999999999999","20","0.24166666666666664","3.7163500000000003","15.378","8","0.24166666666666667","2.7537916666666664","11.395","10","0.24166666666666664","12.510841666666666","51.769000000000005","40","0.24166666666666664","PCE","12","Clark's Point","Residential rate as reported to PCE"
"SR-139","332480","425","Pilot Point Electric Utility","Pilot Point","Pilot Point_grid","Bristol Bay","77.689700000000002","141.25400000000002","47","0.54999999999999993","70.260300000000001","127.74600000000001","16","0.54999999999999993","43.3367","78.794000000000011","14","0.54999999999999993","191.2867","347.79400000000004","77","0.54999999999999993","PCE","12","Pilot Point","Residential rate as reported to PCE"
"SR-81","332050","280","I-N-N Electric Coop, Inc","Iliamna, Newhalen, Nondalton","Newhalen_grid","Bristol Bay","441.25483000000003","780.98199999999997","217","0.56500000000000006","896.21034500000019","1586.2130000000002","101","0.56500000000000006","370.30269500000003","655.40300000000002","24","0.56500000000000006","1707.7678700000004","3022.5980000000004","341","0.56500000000000006","PCE","12","Iliamna, Newhalen, Nondalton","Residential rate as reported to PCE"
"SR-136","332450","662","Pedro Bay Village Council","Pedro Bay","Pedro Bay_grid","Bristol Bay","52.731769999999997","57.946999999999996","23","0.91","56.868630000000003","62.493000000000002","12","0.91","28.528500000000001","31.35","6","0.91","138.12889999999999","151.79000000000002","41","0.90999999999999981","PCE","12","Pedro Bay","Residential rate as reported to PCE"
"SR-95","332100","660","Kokhanok Village Council","Kokhanok","Kokhanok_grid","Bristol Bay","143.99100000000004","159.99","54","0.90000000000000024","46.827900000000021","52.031000000000006","7","0.90000000000000036","124.51950000000005","138.35500000000002","14","0.90000000000000024","315.33840000000009","359.733","77","0.87659013768545024","PCE","12","Kokhanok","Residential rate as reported to PCE"
"SR-96","332110","661","New Koliganek Village Council","Koliganek","Koliganek_grid","Bristol Bay","145.11499999999998","290.22999999999996","69","0.5","17.232999999999997","34.465999999999994","7","0.5","156.03899999999999","312.07799999999997","23","0.5","318.38699999999994","636.77400000000011","99","0.49999999999999983","PCE","12","Koliganek","Residential rate as reported to PCE"
"SR-116","332280","22","Naknek Electric Association","Naknek, South Naknek, King Salmon","Naknek_grid","Bristol Bay","1856.2520475000001","2981.9310000000005","738","0.62249999999999994","7476.3737774999991","12010.239","237","0.62249999999999994","2912.6638049999997","4678.9780000000001","162","0.62249999999999994","12245.289629999999","19671.147999999997","1137","0.62250000000000005","PCE","12","Naknek, South Naknek, King Salmon","Residential rate as reported to PCE"
"SR-53","332430","45","Nushagak Electric Cooperative","Dillingham, Aleknagik","Dillingham_grid","Bristol Bay","2474.0442799999992","5263.9239999999991","996","0.46999999999999992","4995.7996699999985","10629.360999999999","394","0.46999999999999992","789.62396999999987","1680.0509999999999","113","0.46999999999999992","8259.4679199999973","17578.263999999999","1481","0.46986823727303206","PCE","12","Dillingham, Aleknagik","Residential rate as reported to PCE"
"SR-192","0","10","Copper Valley Elec Assn, Inc","Copper Valley Elec Assn, Inc","CopperValley_grid","Copper River/Chugach","4262.2","16106","2951","0.26463429777722586","15008.1","64974","793","0.2309862406501062","0","0","0",NA,"19270.3","81080","3744","0.23767020226936358","EIA861","12","In addition to Valdez, the CVEA service area includes 14 other communities.","Residential rate as reported to PCE"
"SR-172","332610","586","Tatitlek Village Ira Council","Tatitlek","Tatitlek_grid","Copper River/Chugach","130.02268000000001","141.32900000000001","63","0.92","70.31468000000001","76.429000000000002","13","0.92000000000000015","139.71948","151.869","10","0.92","340.05684000000002","371.858","88","0.9144803661612767","PCE","12","Tatitlek","Residential rate as reported to PCE"
"SR-43","331890","368","Chitina Electric Inc","Chitina","Chitina_grid","Copper River/Chugach","92.013583333333315","130.82499999999999","49","0.70333333333333325","138.89285999999998","197.47800000000001","26","0.70333333333333325","43.132619999999996","61.326000000000001","5","0.70333333333333325","274.03906333333327","396.529","81","0.69109463200253518","PCE","12","Chitina","Residential rate as reported to PCE"
"SR-49","331920","160","Cordova Electric Cooperative","Cordova, Eyak","Cordova_grid","Copper River/Chugach","1865.7153233333331","4532.1019999999999","947","0.41166666666666663","6802.1564649999991","16523.456999999999","799","0.41166666666666663","1902.7607949999999","4622.0910000000003","109","0.41166666666666663","10570.632583333332","25677.65","1661","0.41166666666666657","PCE","12","Cordova, Eyak","Residential rate as reported to PCE"
"SR-113","331160","2","Alaska Power & Telephone Company","Mentasta Lake","Slana_grid","Copper River/Chugach","92.456137500000011","129.76300000000001","51","0.71250000000000002","67.854225","95.233999999999995","12","0.71250000000000002","69.552112499999993","97.61699999999999","8","0.71250000000000002","229.86247500000002","322.61400000000003","71","0.71250000000000002","PCE","12","Mentasta Lake","Residential rate as reported to PCE"
"SR-165","331195","2","Alaska Power & Telephone Company","Slana","Slana_grid","Copper River/Chugach","205.81560000000002","288.86400000000003","80","0.71250000000000002","50.009662499999997","70.188999999999993","13","0.71250000000000002","47.56935","66.763999999999996","5","0.71250000000000002","303.39461249999999","425.81699999999995","98","0.71250000000000002","PCE","12","Slana","Residential rate as reported to PCE"
"SR-42","331070","2","Alaska Power & Telephone Company","Chistochina","Slana_grid","Copper River/Chugach","127.34504749999996","179.99299999999997","48","0.70749999999999991","83.305294999999987","117.746","17","0.70749999999999991","9.7160974999999983","13.733000000000001","2","0.7074999999999998","220.36643999999995","311.47200000000004","65","0.7074999999999998","PCE","12","Chistochina","Residential rate as reported to PCE"
"SR-36","331850","686","Chenega Ira Council","Chenega Bay","Chenega_grid","Copper River/Chugach","64.914960000000008","96.888000000000005","25","0.67","49.908299999999997","74.489999999999995","16","0.67","37.304259999999999","55.677999999999997","15","0.67","152.12752","227.05600000000001","53","0.66999999999999993","PCE","12","Chenega Bay","Residential rate as reported to PCE"
"SR-135","332440","357","Ouzinkie, City of","Ouzinkie","Ouzinkie_grid","Kodiak","136.97765999999999","290.41199999999998","82","0.47166666666666668","113.020295","239.619","18","0.47166666666666668","71.853699999999989","152.33999999999997","15","0.47166666666666668","321.85165499999994","682.37100000000021","113","0.47166666666666646","PCE","12","Ouzinkie","Residential rate as reported to PCE"
"SR-134","331540","169","Alaska Village Electric Cooperative","Old Harbor","Old Harbor_grid","Kodiak","234.73135500000001","381.67700000000002","97","0.61499999999999999","49.822995000000006","81.013000000000005","20","0.61499999999999999","196.827675","320.04500000000002","15","0.61499999999999999","481.382025","782.73500000000001","129","0.61499999999999999","PCE","12","Old Harbor","Residential rate as reported to PCE"
"SR-104","332170","353","Larsen Bay Utility Company","Larsen Bay","Larsen Bay_grid","Kodiak","79.756815000000032","183.34900000000002","45","0.43500000000000011","215.07661500000003","494.42899999999997","34","0.43500000000000011","42.847935000000014","98.501000000000005","9","0.43500000000000011","337.68136500000008","776.279","88","0.43500000000000011","PCE","12","Larsen Bay","Residential rate as reported to PCE"
"SR-7","0","16","Kodiak Electric Assn Inc","Kodiak Electric Assn Inc","Kodiak_grid","Kodiak","5845","34366","4741","0.17008089390676831","3701","22546","1050","0.16415328661403353","13804","90135","103","0.15314805569423642","23350","147047","5894","0.15879276693846187","EIA861","12","The KEA service area includes the communities of Port Lions, Chiniak, Womens Bay and Woody Island.","Residential rate as reported to PCE"
"SR-86","331740","683","Alutiiq Power Company","Karluk","Karluk_grid","Kodiak","53.519900000000014","76.457000000000008","14","0.70000000000000007","79.837800000000016","114.054","12","0.70000000000000018","11.3764","16.251999999999999","3","0.70000000000000007","144.73410000000004","214.345","32","0.67523898388112646","PCE","12","Karluk","Residential rate as reported to PCE"
"SR-12","331010","449","Akhiok, City of","Akhiok","Akhiok_grid","Kodiak","55.571400000000004","123.49199999999998","22","0.45000000000000012","27.378000000000007","60.839999999999996","5","0.45000000000000012","17.835750000000004","39.634999999999998","5","0.45000000000000012","100.78515000000002","223.96699999999993","32","0.45000000000000023","PCE","12","Akhiok","Residential rate as reported to PCE"
"SR-106","332190","570","Lime Village Electric Utility","Lime Village","Lime Village_grid","Lower Yukon-Kuskokwim","31.024560000000001","17.528000000000002","18","1.7699999999999998","29.548379999999995","16.693999999999999","1","1.7699999999999998","26.788949999999993","15.134999999999998","8","1.7699999999999998","87.361889999999988","49.357000000000006","26","1.7699999999999996","PCE","12","Lime Village","Residential rate as reported to PCE"
"SR-118","332300","625","Napaskiak Electric Utility","Napaskiak","Napaskiak_grid","Lower Yukon-Kuskokwim","307.14320000000004","438.77600000000001","114","0.70000000000000007","165.11600000000001","235.88","17","0.70000000000000007","72.962400000000002","104.232","14","0.70000000000000007","545.22160000000008","844.82099999999991","154","0.64536937410410034","PCE","12","Napaskiak","Residential rate as reported to PCE"
"SR-181","332720","344","Tuntutuliak Community","Tuntutuliak","Tuntutuliak_grid","Lower Yukon-Kuskokwim","318.09115000000003","489.37099999999998","111","0.65000000000000013","243.63885000000005","374.82900000000001","22","0.65000000000000013","51.210250000000016","78.785000000000011","14","0.65000000000000013","612.94025000000011","958.87899999999991","150","0.63922585644278385","PCE","12","Tuntutuliak","Residential rate as reported to PCE"
"SR-90","332080","446","Kipnuk Light Plant","Kipnuk","Kipnuk_grid","Lower Yukon-Kuskokwim","500.3775866666665","818.05600000000004","174","0.61166666666666647","273.61256833333323","447.32299999999998","33","0.61166666666666647","154.56021499999997","252.68700000000001","16","0.61166666666666647","928.5503699999997","1582.0650000000001","278","0.58692302149405973","PCE","12","Kipnuk","Residential rate as reported to PCE"
"SR-107","331430","169","Alaska Village Electric Cooperative","Lower Kalskag","Upper Kalskag_grid","Lower Yukon-Kuskokwim","166.4474933333334","274.36400000000003","86","0.6066666666666668","46.230426666666681","76.204000000000008","10","0.6066666666666668","85.444146666666697","140.84200000000001","10","0.6066666666666668","298.1220666666668","491.41","102","0.60666666666666691","PCE","12","Lower Kalskag","Residential rate as reported to PCE"
"SR-110","331440","169","Alaska Village Electric Cooperative","Marshall","Marshall_grid","Lower Yukon-Kuskokwim","337.17476000000005","546.03200000000004","114","0.61750000000000005","145.22673750000001","235.185","19","0.61750000000000005","410.22439249999996","664.3309999999999","25","0.61750000000000005","892.62589000000003","1445.5479999999998","151","0.61750000000000016","PCE","12","Marshall","Residential rate as reported to PCE"
"SR-112","331450","169","Alaska Village Electric Cooperative","Mekoryuk","Mekoryuk_grid","Lower Yukon-Kuskokwim","179.74238666666665","311.69200000000001","93","0.57666666666666655","96.58762999999999","167.49300000000002","21","0.57666666666666655","208.57456666666667","361.69000000000005","22","0.57666666666666655","484.90458333333333","840.875","128","0.57666666666666666","PCE","4","Mekoryuk","Residential rate as reported to PCE"
"SR-115","331470","169","Alaska Village Electric Cooperative","Mountain Village","Mountain Village_grid","Lower Yukon-Kuskokwim","589.98609999999985","931.5569999999999","199","0.63333333333333319","380.29006666666663","600.45800000000008","25","0.63333333333333319","734.69326666666643","1160.0419999999999","40","0.63333333333333319","1704.969433333333","2692.0569999999998","249","0.6333333333333333","PCE","12","Mountain Village","Residential rate as reported to PCE"
"SR-123","331490","169","Alaska Village Electric Cooperative","Nightmute","Toksook Bay_grid","Lower Yukon-Kuskokwim","153.71724999999995","282.04999999999995","59","0.54499999999999993","71.667499999999976","131.49999999999997","17","0.54499999999999993","89.893389999999997","164.94200000000001","15","0.54499999999999993","315.27813999999989","578.49200000000008","89","0.54499999999999971","PCE","12","Nightmute","Residential rate as reported to PCE"
"SR-133","331530","169","Alaska Village Electric Cooperative","Nunapitchuk","Kasigluk_grid","Lower Yukon-Kuskokwim","342.1343833333334","612.77800000000002","141","0.55833333333333346","120.11201666666668","215.12599999999998","24","0.55833333333333346","198.07265833333335","354.75699999999995","17","0.55833333333333346","660.31905833333349","1182.6610000000001","175","0.55833333333333346","PCE","12","Nunapitchuk","Residential rate as reported to PCE"
"SR-140","331550","169","Alaska Village Electric Cooperative","Pilot Station","Pilot Station_grid","Lower Yukon-Kuskokwim","414.73899500000005","685.51900000000001","142","0.60500000000000009","166.12513500000003","274.58699999999999","18","0.60500000000000009","398.09907500000003","658.01499999999999","20","0.60500000000000009","978.96320500000013","1618.1209999999999","170","0.60500000000000009","PCE","12","Pilot Station","Residential rate as reported to PCE"
"SR-141","331560","169","Alaska Village Electric Cooperative","Pitkas Point","Saint Mary's_grid","Lower Yukon-Kuskokwim","80.817070000000001","134.322","33","0.60166666666666668","13.831714999999999","22.988999999999997","5","0.60166666666666668","70.097174999999979","116.50499999999997","6","0.60166666666666668","164.74595999999997","273.81600000000003","42","0.60166666666666646","PCE","12","Pitkas Point","Residential rate as reported to PCE"
"SR-147","331570","169","Alaska Village Electric Cooperative","Quinhagak","Quinhagak_grid","Lower Yukon-Kuskokwim","455.04846000000003","858.58199999999988","184","0.53000000000000014","277.91663000000005","524.37099999999998","30","0.53000000000000014","329.21904000000006","621.16800000000001","28","0.53000000000000014","1062.1841300000001","2004.1210000000003","234","0.52999999999999992","PCE","12","Quinhagak","Residential rate as reported to PCE"
